Date,AAPL,CSCO,CVX,DIS,GE,INTC,JNJ,JPM,KO,MCD,MRK,MSFT,PEP,PG,SPY,T,WMT,XOM
2000-06-14,277446400,33894400,4136000,2941105,2149240,37008800,5490200,5920600,10165800,5941800,5910196,79992400,5736800,8078800,6420500,10953452,20060400,11066400
2000-06-15,248572800,38430500,2941800,4222200,2500669,33411000,7969600,9911800,20672400,6280100,3930838,65592600,5856600,11457600,5881200,8248123,17046900,11316600
2000-06-16,303564800,49657300,4890200,4973543,3963557,44086200,7343400,16619900,14330400,6858000,11078722,68710600,6044800,11573400,5567900,10847400,28709100,19652200
2000-06-19,394004800,34616900,3055400,2712012,2046433,61221200,3564800,7731000,6989800,4510500,3452741,46604800,3689700,6712600,5106900,6736115,18005100,9028800
2000-06-20,501390400,34001500,3538800,3295895,2329003,58579400,4356400,5643600,6947800,3930200,3641486,62275000,4306500,8000000,6480000,5069596,18191400,8802400
2000-06-21,490000000,27600800,3511400,2932286,2888968,32891400,5109200,4059300,8780600,4396800,4136351,160399600,3783800,8198000,3115000,6099403,12861900,9380800
2000-06-22,467712000,27506900,2522800,2864369,3274785,29696200,3988600,3268600,11664600,3928900,3812414,87315200,3282800,7189600,7490500,5734244,17003400,9388800
2000-06-23,204965600,25132300,2062600,5519108,2127456,30321600,3838000,3662500,15346000,7978700,4701642,49811600,3736600,8417000,4863300,3666818,18808800,5766200
2000-06-26,185354400,40313100,2193200,3821997,1899514,29904800,15784200,3195000,9900400,4887200,5490262,48287000,3391700,7171200,5201300,5744174,11774100,6336400
2000-06-27,203470400,31635200,3088800,3376787,2047622,33370400,14784000,5146100,10429600,3422100,6272699,31071200,3950800,8516400,4159500,11158010,19663200,8157400
2000-06-28,286428800,29624000,2898200,3165332,2764105,30631800,8783200,4898400,18989000,3179800,3317339,37459200,3043400,7391200,5347700,9186044,14472300,7350000
2000-06-29,203660800,36168100,2383200,4801723,2690280,47136200,8607400,4679500,12743200,5545100,5350145,38449000,2972300,9755000,6345700,9558618,15872700,9433000
2000-06-30,323097600,34402600,5210600,6610542,3980501,41431200,16086600,6995300,19122800,6147600,7554822,52356400,8258100,23969000,7420200,20055158,22866600,19917400
2000-07-03,70828800,14879800,1704400,2323568,1378130,15083800,4770200,2746100,7707200,1681200,3079443,15734800,2001300,5595200,1436600,4297572,7731900,8588800
2000-07-05,265216000,27383000,4520200,4211353,2829041,42005200,7304400,5083900,6960400,5067000,4946455,34824400,3503900,7344000,2748200,6850773,15419400,13742200
2000-07-06,309545600,34561900,3421600,3873087,2006599,44906200,5789800,3497600,5041200,4010300,4763894,47873200,2527700,8129600,5963200,5540278,17273400,10957400
2000-07-07,263603200,30196900,2845600,9323974,2073642,37286800,6498200,6245000,5043200,3766600,4085733,54153200,3557000,8907400,3034800,5792632,31540200,9278200
2000-07-10,397796000,29138500,1892200,4125190,2555422,31349400,4346000,3393600,6447200,3013900,4011325,52689800,4691100,9370400,2816100,4434208,24701100,6433000
2000-07-11,357896000,33011500,2678800,3834972,2694370,42782000,6781800,4641900,8134200,3094500,4685503,37164800,4122500,6966600,5431600,5265283,17692800,8869800
2000-07-12,225433600,32863700,3279400,4153269,2250024,29824200,5671800,4531400,7153800,2893000,3869740,58370200,4286200,8533200,5883000,3398443,17500800,7552400
2000-07-13,445659200,58366200,3753200,5091232,3359564,45176000,7650600,4588500,8450600,6731700,8477167,80843200,6162000,7299000,5356000,5310432,12907800,7903800
2000-07-14,190276800,58353300,2709000,4110492,2321136,37471800,12577600,4532300,4648000,3143900,8658262,51180600,4642400,10094200,5341900,5556298,12552300,9968400
2000-07-17,260002400,41995400,2861800,4453928,3833039,46580000,8803200,5069900,7003000,2669400,10876039,53992800,4521700,7941200,4208300,7119413,13832100,10937800
2000-07-18,318404800,29673200,3793600,4697415,2501337,50683600,8284800,3273200,7595200,2651700,6944991,70617200,4271500,8984800,4262100,7482056,10776300,12308800
2000-07-19,457872800,24010200,2491800,5997669,1988821,72188400,5364600,4287100,16435400,3170500,6897936,139924600,4328300,9620800,8506800,5513268,11209200,8619600
2000-07-20,465572800,43828700,2726600,5472884,2341293,60488400,5939200,6117400,9225600,3266300,5778043,54690600,3817100,10271200,4538900,7830136,14960400,7792600
2000-07-21,196235200,29126500,3367000,3783376,2716718,32086600,7617800,5470100,8141200,4031800,8120847,56100600,3349900,6091600,5656900,5664602,11733000,8356400
2000-07-24,412171200,29325800,4472000,2980639,1969770,39835400,5676000,3232600,6808200,4192300,14382962,56165600,2646100,7881800,5628500,5690420,15137400,8316000
2000-07-25,211607200,32776100,4068600,3741409,1766909,29623200,5873200,2697100,4664400,6895700,11350783,64188600,3886800,8473000,4757100,5537100,12366000,11011400
2000-07-26,210470400,44805400,5404200,4708971,3498283,46639800,7351000,4654000,10162400,11296100,6114032,85404600,5400100,7409800,12062500,7688600,21966300,17256400
2000-07-27,294985600,34568500,4901800,2734009,2876741,39223800,6578800,3556100,9117200,6561400,4222392,74337600,2512400,6010400,7652600,6560023,14234400,16787800
2000-07-28,237893600,56395700,2873200,2513229,2797470,55433800,4837200,2880800,13619000,3092900,4358527,75645600,4039000,8274000,6229500,6247426,15742800,7987200
2000-07-31,155299200,51109200,3118600,4192296,3587778,30470700,6331600,3650700,8017000,4871300,3916271,70283800,5129900,11908800,5265500,5567685,22602900,11640600
2000-08-01,137284000,34942900,2891600,8352357,2713212,25001100,5039800,10556800,9321400,3134200,4829394,47163600,3561500,15932400,3946600,5848373,27165900,12354600
2000-08-02,162355200,45361900,3739200,4612063,3222932,33226800,4974200,6692900,6662400,4643100,4731091,48269200,2421300,9127000,7439800,7831460,20204400,16508800
2000-08-03,339897600,61286400,3113800,4451698,2699128,34941100,5710600,5914200,6653400,3805700,4532914,54543400,4031300,5004600,4607100,7674566,24687300,9905800
2000-08-04,263121600,41593000,3283000,14958844,1896425,34939700,4062600,8546500,6006600,2536600,3296170,38107400,3164100,4710200,3686600,7471200,17527200,8025400
2000-08-07,187348000,39458000,2206600,6137658,1612895,30634400,3811200,6924000,4263600,3078100,4050625,52741800,1840800,4082800,4159800,5534452,16815600,7346600
2000-08-08,176674400,46360200,2108200,5025139,1837937,24900100,4595000,3458500,6135800,2625500,4243771,138038800,3456700,5072400,3658700,11434461,17579400,6273800
2000-08-09,379640800,94337400,4060600,3653827,4473235,30071900,7086200,6305600,7111600,3548300,6504726,63945600,3574900,6841600,5383800,8296581,53252100,9477200
2000-08-10,251714400,59673700,2548800,3669437,3806351,16678400,5738400,4979200,6214800,2316000,4499274,48986000,3483600,3769400,4193400,6021949,37141800,7043400
2000-08-11,238056000,48999400,3094600,4936645,2527127,22509600,4487600,4492200,6165400,2224100,2987324,35629600,3756900,5727400,5089400,5294014,22602300,6114400
2000-08-14,156660000,29087500,2507600,2838216,1626521,25665000,2855600,4970100,5329400,2457400,2456302,53427000,3871000,6100200,2966700,4997703,18098400,6543400
2000-08-15,114200800,33757400,2118000,2917182,2251923,34464300,3292000,7236200,4402600,2872800,3133939,40714200,2480000,15182000,5564600,4313724,23859000,7165800
2000-08-16,143673600,35195300,3550000,2645920,1554887,24609500,3220000,5305600,11729200,2087600,2335363,44976200,6676000,8558200,5191600,5524390,41433000,7294600
2000-08-17,270900000,34739500,3080200,2357223,2155479,40495900,4721000,4514400,5834000,4735200,2772694,36112800,2585300,6430000,5652200,16596472,20399400,8351400
2000-08-18,190176000,41693400,3106800,4544957,1736027,35795600,5476800,3694100,5274600,3335400,4252365,54438800,2598500,7448400,4626400,11242481,22047900,8297800
2000-08-21,134467200,41781800,1498800,3069032,1630527,46024300,3666200,3502300,5735000,2985800,2453368,34119600,1403900,3784200,2380600,8547479,42446100,5152000
2000-08-22,276802400,40985800,1903600,3705220,1687555,31693500,3218400,7456800,4243400,3485600,2890489,54428200,1776100,6165600,3075300,7848010,22832700,6467200
2000-08-23,236863200,43615700,4678000,3304714,2360552,36177000,3434200,6868200,7007400,3414800,3268817,36726800,1402600,3967400,5483200,5918677,20627100,9290600
2000-08-24,310766400,26958500,3075600,5504410,2500043,23352900,3302600,4508200,4619200,6604900,2820692,42405400,1717800,8534200,4529000,6722345,14901900,11205000
2000-08-25,334460000,21182500,2516400,2227572,1689829,20844200,3700000,4746600,13902000,4992100,2587093,52729400,1763600,6586000,2822200,5474872,14631300,6401800
2000-08-28,359004800,25397800,1837600,3043284,2619961,42760500,5160800,5261600,12625800,4056200,2999376,56421600,2069600,4082400,5518700,9008231,21009600,5888000
2000-08-29,267030400,25801700,1724400,3609427,1717435,23023100,3901400,7020300,5934600,4823800,3116333,59400200,1903100,3541200,3561900,6816482,16995300,6416800
2000-08-30,285392800,24561800,1886400,3230613,2187279,21770400,4197600,8367100,9392800,4095000,3163598,53498800,2949200,3840600,3964800,4999292,24466500,7704000
2000-08-31,419596800,46835300,2609800,4498327,2483204,28530700,4702400,8450600,16123800,6792600,5503153,72575400,3010600,5414600,4863100,6707252,36708600,7730800
2000-09-01,256872000,33141800,3277000,1997263,1615253,18322000,3040400,5478500,10053000,4717000,3800572,37629800,1963400,4314000,3191200,6791193,22984500,8084800
2000-09-05,298642400,32365000,1721600,3262240,1942268,58396000,5298200,4851200,11223000,5208100,6167690,50755200,2666800,4975200,3470800,4814594,24093000,11928200
2000-09-06,355404000,37317100,2794000,4412468,3048449,62344900,5614400,6821900,9854000,4009200,4995292,62960800,2212800,11835000,4322200,6281586,24931200,11893200
2000-09-07,217464800,30302700,3450000,4183781,1675870,34716000,2638400,3495800,7458200,6629500,5318286,111711200,3596700,5867800,4265500,4611227,25201800,7297400
2000-09-08,195518400,35967700,2740600,3328434,2270118,29681800,3808400,4496500,5253600,6268100,5041299,56709600,1851500,6683600,3518200,12144258,22141800,9289800
2000-09-11,187381600,53535500,3479000,2501064,2457518,30507800,4095000,5219500,7846000,4514600,2759489,48495200,1632100,4906600,3937500,10536789,29533800,14298600
2000-09-12,187997600,76982100,3381400,3294982,2124180,28997300,3917400,7314600,8248000,11730400,3081434,46781200,2005100,4787400,4769100,6891685,19053300,15139400
2000-09-13,305984000,75426600,2504800,3564521,1586833,70068400,4894200,42585300,6986400,7816400,3611827,40744800,3228600,4186000,7691600,5509958,14944800,10436800
2000-09-14,426552000,48069600,1576600,3105220,1653605,50489200,4159200,20361300,11181600,17827100,3275943,78503000,2946200,12514200,3397100,6600537,14134800,8708800
2000-09-15,394514400,75803700,7437600,5008008,4224197,75675900,6264800,14822300,12373800,10175900,5582696,99915200,3424000,9089400,4085700,9445681,24327300,24841200
2000-09-18,424536000,59433800,5081800,2673594,2675319,50767100,7642800,15120400,8759800,5527900,2535636,69037800,1400100,7709000,5109300,5422972,15634800,17314600
2000-09-19,271510400,50635000,3819800,3023619,2480658,58855100,3938400,15642000,7630400,5110200,3427274,79311200,1910900,5732000,6588200,4815653,25721100,12280600
2000-09-20,227388000,61998200,7055000,4411049,2965485,70335900,5457400,12493000,14690200,4793200,3901809,67791400,3316700,7455800,6508100,8629567,29648100,17358800
2000-09-21,510490400,48728100,4706600,3111505,2237212,57112300,5849600,12166800,10247200,4128100,4529770,48952200,3298400,7402200,5972300,9357900,25936500,15926600
2000-09-22,726700800,55306500,4486600,3798885,2973414,308734400,5515400,17425600,16349000,6886900,6677227,84476600,5068300,8796800,7791300,8147234,20178900,18019600
2000-09-25,435551200,59634900,4483400,2627471,2295951,130214700,3978200,11709900,8079600,4416800,4189590,53484200,2139600,6810200,9726300,8363576,16398000,16944000
2000-09-26,290936800,72577600,4283400,3172428,2930617,112681600,4552200,8176500,10269400,5603100,4562887,155704800,2111100,13506200,5302400,9304940,28227300,11535000
2000-09-27,402259200,56557200,3351400,2633958,3063619,80365100,4307800,7879200,10414600,3542400,4287368,106155600,2391100,9776000,7186200,6817541,22748400,11929400
2000-09-28,979585600,90508900,3668200,4137557,2329650,66739000,6301200,9307900,8353200,3317900,5815666,52360400,2132700,30100800,7036400,9091908,24413400,17244400
2000-09-29,7421640800,44248700,2704400,4846021,2234667,72985600,5261600,8576500,11962600,3074500,5430002,74053600,4468400,10724400,9333600,11108095,22598700,12960400
2000-10-02,2424788800,76637400,2319400,3629904,2482056,66785700,4207200,7138200,9516000,2161800,4620318,58562400,5036700,7292800,5517800,7126562,33523800,12705000
2000-10-03,2038120000,65208200,2425200,4723568,2551833,81206500,4397600,9742300,7380800,3047300,5107533,85374000,5674900,8274800,9347200,7750828,49645200,10045000
2000-10-04,1466024000,56870600,2891000,4143639,2382754,63726000,6850000,6363900,8279000,2199700,5311159,136453400,4715900,10373400,6148900,11929770,33255600,13748600
2000-10-05,873006400,47457200,2979000,5604257,2457747,52072400,6472200,9189200,10596400,5717500,4478733,81099400,3692400,13064400,4566900,11455116,26197500,11162600
2000-10-06,612656800,54803700,2542400,4213178,2922417,69734600,4672800,13400700,9617400,3540600,5027780,61794000,3146600,9413400,10014900,9222719,33481500,10405600
2000-10-09,597564800,45976900,1701200,3032742,2021435,56544700,2914000,6499500,4073000,2179400,4329498,58323600,3206800,4963800,4508000,12425872,18101400,10663800
2000-10-10,691101600,61859800,3105800,4949518,2296911,68882800,6103600,11926200,6280600,1944800,6415122,62066200,3103300,5001200,6104700,10005071,20049600,14807800
2000-10-11,1198422400,93499900,6095200,5266396,3862586,122056600,7882200,16885900,7904000,2424100,5926545,101205800,4115900,7388600,10346000,9897032,25172700,20725800
2000-10-12,1191064000,78347800,8978800,5238925,3632598,100212800,9278600,14847200,8552800,5741500,6717366,90219600,3015000,7665200,12336900,7943735,58319700,19561000
2000-10-13,1247752800,73929500,4028600,5812570,3245301,80908800,9105600,14143700,7312400,2707100,5553666,104521200,4018400,8039400,11778800,9921791,28074600,17011200
2000-10-16,820176000,51407200,17911000,5116168,2711397,92057900,5601600,8405600,7054600,2694800,4491833,119759000,2682800,5669200,5659000,6766170,21294900,13969400
2000-10-17,601720000,52349400,8662800,8387937,3517208,78642100,9024200,8318700,6069800,4310200,5605018,81276600,2980700,6080200,7831700,7479938,18806700,12933000
2000-10-18,834265600,66281300,4954600,9473492,3842533,16790000,7048800,29641500,7339400,3077800,6133525,110536400,5059900,7728600,10897300,9973030,18445200,12507200
2000-10-19,1506724800,72023700,4096400,5555601,2752044,64250700,10959000,14981100,5797600,6460600,5360101,256993200,4484100,8159400,8767300,10147798,18908700,12546200
2000-10-20,791263200,51194000,5374800,6058794,3755938,59899600,6252000,7559300,14655200,5199500,12243050,160378600,3733600,5297600,7373500,8826181,21459600,10662800
2000-10-23,551292000,45486800,4619800,3605778,14877461,43746200,7210800,5240100,7077800,3610200,12235819,185170400,2692900,6127400,5290000,11626706,18093900,11157400
2000-10-24,804451200,46524900,5664000,4140091,9597475,46937000,6149600,10595900,6334800,5020500,7289783,94427400,4007100,6669200,5750700,11471401,17741400,12749800
2000-10-25,663969600,68796400,3913800,3745261,6103867,53225900,7639600,9256100,9350200,4246900,8784860,167603800,4701800,9293400,9137600,8506038,25172100,10830400
2000-10-26,721851200,83351700,5642400,5493462,3895805,50811900,4969400,10398700,9351000,4074800,7308752,114826600,4217400,5724400,9345800,10597958,44886300,10378000
2000-10-27,744503200,71866300,2643200,4566650,3226751,50197800,3907000,9867500,7562200,3743900,8859478,124292400,3375200,8396400,9762900,15053748,37664400,7943000
2000-10-30,639189600,7360400,3440000,4315560,3804911,49111200,4388000,7884900,10526800,5916900,9319130,110057600,5567600,11799200,10154100,15674968,39616800,10710000
2000-10-31,885880800,87881100,3298000,5288799,3583166,55793900,6975600,13186900,9830000,4047100,9245770,104474000,2943700,23838600,7752400,17306534,44089800,10070000
2000-11-01,575366400,76320300,3368200,5135935,3317769,47654600,9446400,8789400,8289000,3181300,9592344,81309400,5354900,13778200,6753600,13705783,69816600,14385000
2000-11-02,590693600,57679400,4447000,4406386,2991839,65511800,9387600,6435700,9108400,3065700,6716108,77985200,5017400,9018400,11395100,9355252,62551500,14968600
2000-11-03,515821600,59242000,4187800,4422504,2516986,31103600,5832600,5879800,6068400,3794400,7382636,68711000,4642300,6510800,5187100,10009705,24775500,10272200
2000-11-06,393478400,72645200,3492800,2929448,2492406,24583500,5822600,4568100,5558200,2440600,7855808,74851400,4378400,5639600,4042500,8374035,21829500,9351000
2000-11-07,301963200,97458000,3348800,2616929,2019891,21043200,4922600,4101800,4236000,2333600,6823004,104331200,2825900,4861800,5231300,5145461,21412500,8632600
2000-11-08,422088800,59053700,2349200,3870046,1978659,38074100,6136200,5754400,5048200,2728400,13156382,206149400,3165100,5766200,6123300,6240144,22868700,10074000
2000-11-09,476834400,70492400,2874400,25795236,2565521,48864700,5666200,6306500,11855000,2431100,8816405,91058600,4067300,12083400,10635300,11587383,24182400,10646400
2000-11-10,422251200,58042300,3871200,13461632,2556674,94080100,6069600,4465600,10323400,6093400,6993409,93744400,3473400,6250400,8569500,7808687,44743800,7998000
2000-11-13,431816000,75162400,2828400,11857577,3851589,81393300,6359800,6041800,8175800,4603700,9573270,83364800,3555200,6163000,17285300,9416818,32979000,9167400
2000-11-14,409001600,59774300,3050400,7006994,3068898,48677100,5344400,6506300,7423400,4011100,7472659,84218600,2973200,7457600,7668900,9237018,25599600,8370600
2000-11-15,282357600,51065300,2583600,6091130,2532386,41961500,4185600,8300500,7506600,3670200,6569598,60422200,6891500,5518200,8837700,6855672,25938600,8934800
2000-11-16,239372000,32594500,1992400,4125900,2151974,39523700,3592400,6940400,7607400,2587800,4705730,92128600,5850300,5373200,6684100,6322232,16589100,8971400
2000-11-17,446180000,49838500,2014400,6240345,2501379,40986100,5291800,8358900,12093800,3465000,7561530,106525600,6213100,7908000,6551100,15108032,18420600,9948000
2000-11-20,408066400,51552800,1881600,4915661,3087135,37495900,5508000,7421300,19313200,3091600,6451278,80157200,6648300,6071800,5458500,9776548,13137300,7809200
2000-11-21,301952000,57419900,2951000,5934921,2544426,36760300,7234000,6202100,13995800,2471800,5677226,59487600,6272100,5666000,7684300,6756902,13167000,12768000
2000-11-22,280532000,48342200,2481000,4973847,4637202,36702700,5494600,6600100,13403800,3043000,7052621,76343200,4202200,6586600,5736900,7109218,14837700,11543400
2000-11-24,160932800,21082300,1067000,3157121,1315197,20684000,2997800,3835500,3905000,1475500,2103126,34439200,1673500,2753000,3411600,3359782,10447500,5131800
2000-11-27,258792800,40198100,2285800,4937557,3356538,52923300,5477400,10451600,6476800,5253000,5621891,85307600,2943200,5309800,5992000,6145081,31951200,9067200
2000-11-28,269124800,52037000,5185400,4968069,3090765,49700800,11185200,13168300,5817800,5332000,5366074,127446200,3270800,5662800,5336100,5413306,29361300,10078200
2000-11-29,492150400,55316000,5351400,5100456,2658355,61411300,7549200,9867200,9692000,5271600,8727744,98280400,2749100,5280200,6914100,7686482,29709000,16306000
2000-11-30,809597600,10840500,4079800,5963507,4204353,78955300,14928000,15472400,12816400,3794900,9563524,197200800,4043800,6752400,11201600,10412730,34821300,14645600
2000-12-01,385705600,70468000,3436000,5580030,3798255,1155400,10424600,9448300,8201200,5264000,7942582,109809800,12101200,5972200,7587200,15511984,32171100,12051800
2000-12-04,371520800,9501200,3926200,4151951,2502589,82755800,6062400,6819200,8572200,2857900,6431681,80407200,12372900,4900800,6996600,9956612,40212300,8971400
2000-12-05,613978400,90848900,3139800,5057577,4171364,75071400,6261600,13818600,9266800,3762800,8278571,101734400,6618500,7828000,8883400,8693781,31141800,11625600
2000-12-06,1374464000,71419200,3853000,5313431,3313283,102012000,8371800,19776900,7761200,4859100,6040882,90560800,7443800,6593000,12888000,8182452,32109300,17449000
2000-12-07,408917600,46448400,2632600,4134110,2161572,68263600,4996400,9650300,7895200,3239200,4519605,145308400,6975800,4193200,6529100,6496338,22938600,12825200
2000-12-08,435624000,55400200,3028000,2896300,3517730,88021400,6373800,8411700,8300800,5463100,7013006,120939800,5436900,6859200,10276300,10081201,20631000,10086000
2000-12-11,332511200,78621500,4312000,3238317,3431448,73069600,5833600,9131000,11578000,12259000,5117698,95576200,4171700,6755800,6405600,7243736,34788300,14654000
2000-12-12,386260000,39485300,2651000,5851698,5283303,48167200,6525000,7843400,8008200,9798200,6351299,63106000,2542100,9310400,5022900,6427623,25034400,11527800
2000-12-13,344887200,54330600,3157200,5113837,3664816,48719800,7535600,10288900,7409800,7453800,7702905,98360400,3962700,3784400,6070500,6406836,19675500,11973200
2000-12-14,263317600,46244400,4928400,7113026,3286470,33708000,7001200,16122600,10047600,5369000,3764521,71201400,6014700,6285000,7678400,6836871,21738600,14218400
2000-12-15,513945600,100237900,8036200,9256665,7490886,80843900,11591600,11412000,27540400,7806700,11178387,116899800,9470800,12218400,9065300,16184046,39428100,26030000
2000-12-18,325808000,126032400,5606400,5140598,2909021,38556100,5875200,13271000,10304600,3202600,5236122,107187400,5112200,5726600,7235400,6930478,20894400,12784200
2000-12-19,374007200,99018800,4275200,5936239,3208764,54732300,4503400,13078000,11688200,4633800,5295230,120271800,4962600,5351600,9616600,30980144,27385500,12678600
2000-12-20,565331200,167411300,4622200,9131779,4228412,63150800,9601800,6853300,13344200,5257300,10115191,149037800,3797700,8324800,9994300,19868738,24849600,11915200
2000-12-21,366844800,17161000,4231600,6423720,4105573,51590000,10899600,8796400,11930800,4297600,7699970,163173000,3612100,6419800,14331500,14253787,28140600,12695400
2000-12-22,318052000,61418800,3058600,7755398,2441326,45424100,6980400,7098600,7483600,3214200,5113611,109551800,3374800,5491800,10182900,9884322,22452600,8543200
2000-12-26,216815200,39582600,4361200,4882818,1901705,28436200,3508000,4832200,5670000,3365100,3810842,66941600,2097600,3554400,4665300,5389872,18063000,5580600
2000-12-27,325466400,47381700,2612600,8588343,2552292,33621500,5949200,7452200,7711000,3865600,5269658,69003800,3164400,14896000,4854100,6028569,24672900,10437800
2000-12-28,305177600,56407400,5321200,4713735,2621213,49339500,6642200,6397400,5520800,3539400,3281917,77619200,3939700,6080000,8358700,5575629,12288900,10854600
2000-12-29,630336000,72819200,3377200,4627876,2291798,54053600,4962200,9657000,4970400,3338200,3916481,99977600,2625100,5280000,8774600,6240939,19746900,9564000
2001-01-02,452312000,17384600,3957200,6545261,7686631,50342900,8855200,7803200,10606000,3529800,6332959,82413200,4267800,6847800,8737500,10764650,26440800,13101200
2001-01-03,817073600,161938600,5330000,10278966,8180764,78291900,11326000,21303200,12469600,3265400,10308128,135962200,7189400,11180000,19431600,14965437,59871300,20818000
2001-01-04,739396000,108614900,5514600,10500253,5618519,68769000,12941200,26409800,14770600,5953800,19205543,112397000,12373700,8341600,9219000,13016774,41436900,24566800
2001-01-05,412356000,17850700,3438200,6497415,4755492,44974700,9277200,16215700,7960200,3999100,9799324,93414600,5041900,8553800,12911400,9653814,29427600,18777800
2001-01-08,373699200,92042800,3288000,5067005,4843235,45070800,5520200,9938300,9529200,2803600,5143165,79817600,3755700,7241800,6625300,8342127,25326300,11058800
2001-01-09,588929600,77470000,3825200,4768779,4187013,40814400,6376600,7285100,8516200,2778100,6389761,114965400,3427400,9482600,5702400,7250754,21632400,11523600
2001-01-10,580781600,3324100,4376200,3361987,5175926,51494300,7524200,10857000,7963200,3091800,6469199,90230200,4079800,5750600,8746100,6039823,29944200,20620600
2001-01-11,803734400,33695100,5133200,5959655,4924238,64954600,8410400,16077700,6909000,2179800,6979575,101854800,3499800,5691800,7245100,4998232,20107200,10989200
2001-01-12,423376800,66957400,5148400,8352762,3506128,51374500,6772800,8946800,7212000,3284200,5280453,73712000,3084900,7568000,7244000,7521644,21966000,11894600
2001-01-16,306118400,48381800,5990400,6504714,4122850,60301100,6100600,10508500,7163600,4546000,5764943,68462400,3153700,4671000,8542200,7969686,24994800,15606600
2001-01-17,840873600,69477200,5570600,6341814,5093859,7427400,7827200,10317300,7651800,5223100,6769032,72844200,4190400,7610400,7851400,6274039,23444100,14723400
2001-01-18,1227010400,79187500,5045000,4830309,4025154,86633300,9340000,13565600,7014400,4744500,5440378,109788800,3635800,6797400,8107000,6413059,20633700,17205000
2001-01-19,776664000,78838600,4766800,5077750,4039719,81348900,7885600,10789100,9824200,5238500,5638659,209348800,4159100,6254800,7782500,6974700,26889900,20292200
2001-01-22,519327200,59726300,4818800,6229295,4317615,45756600,7377000,10581500,6874600,3267500,4609418,76673000,2606000,6206800,7050900,8325444,23417100,13861600
2001-01-23,879530400,55443000,4825600,8182869,4407277,84553900,8487200,8794600,7707800,3290600,11981679,70295200,6121000,5566000,8463100,7283059,14753400,11131600
2001-01-24,717091200,70171600,3268000,8365940,3994857,73579100,11063000,9316500,9189400,11006600,8815776,110455000,5642400,4528200,6199900,12472345,23368200,12859800
2001-01-25,489708800,65082100,8396200,5866295,4342696,45890400,7904400,8347100,7486800,20823700,7649562,85657400,5997200,5454800,10818300,9648385,27171000,13595000
2001-01-26,482820800,43833300,4139800,9084947,5604351,48063700,6638000,7967800,6394600,9631400,5546330,93080000,4612700,6207600,7136800,7113587,15692700,11860000
2001-01-29,855528800,12188100,3165000,5214901,4804904,49092800,5201200,9494400,5123000,8501700,4289988,84983800,3283100,9223600,6705900,7484837,15342600,10545800
2001-01-30,692423200,74652700,2629600,4832337,4140503,60806400,5023400,9452800,5507600,5582200,3846579,57276800,4041500,11224800,7069100,5460308,15372600,9700400
2001-01-31,730704800,83891100,3285200,5115560,4454122,71894200,8595200,13130800,8614000,7850300,6249958,81898800,5223500,8331800,9706900,7229437,32544300,17017600
2001-02-01,369695200,46785200,2901000,5894881,3669719,50297000,6213200,9174100,6720800,6946800,5279300,71792800,4880300,7553400,8239100,9426218,31155900,9116600
2001-02-02,427341600,57600300,2958000,5300558,3347044,47151200,6524600,7075200,6059400,5769700,4449808,71100000,5717500,7393400,8276600,11159466,15195000,10397600
2001-02-05,286115200,65876100,3338200,6053827,4558641,39185100,5671400,5273700,9183600,4410000,3141380,51399200,5261000,6786400,4352900,8810955,16812600,10757400
2001-02-06,462711200,91451300,6619000,9262240,3330789,40329200,5153800,7560200,6257000,6791300,3771123,96442000,4030300,7190800,7106700,5857244,16182000,10953000
2001-02-07,393887200,279312700,4463600,8180233,2719097,53148000,5433600,7988800,9615600,6112900,8175238,126061800,6422400,7486600,5748700,6063258,14785200,11624800
2001-02-08,604128000,101508200,3951400,7135530,3695093,42899000,4703000,5730800,6654600,6959000,10485135,88041200,4430000,3758200,5943300,6063788,23903400,9898800
2001-02-09,590083200,134360900,4152800,4971313,3855804,40892100,5800400,5490500,4456400,3406200,4109208,100575200,2423100,4526000,9913000,9221925,23734200,10768000
2001-02-12,274120000,97195000,4442600,5408008,3746152,30482000,8946600,5246300,6766000,3865500,3992146,71289400,3360200,5044400,5804400,7422079,21862500,8320200
2001-02-13,237070400,74303300,3622400,6161683,2988479,41910800,8246000,7334700,6660600,5234600,6080077,76070600,3565900,5788000,6587600,6432654,22269600,9300800
2001-02-14,309120000,73145200,5079000,5477750,2762623,47442300,5760200,6835100,5678000,4888600,3941004,61728400,3602800,4531400,8400100,5121364,15285000,13480200
2001-02-15,311416000,101537700,4665400,4727826,5010311,58334500,8077200,7408400,11421200,7087000,8212338,65627800,3755700,7421400,5929800,4901580,22909800,13022400
2001-02-16,263911200,86437400,5898200,4744045,3529937,41543900,7885800,7364800,7635600,4590500,6039414,66958400,5507700,7089800,6434900,7030440,19978200,13480000
2001-02-20,314893600,103669700,3801000,4908059,4179982,52397300,5354000,9073500,15772000,3712700,4544233,60730800,5478600,6363800,5760000,6428814,28009500,7721600
2001-02-21,390258400,96584700,5134600,3858591,3859727,51582200,5606800,9835100,19289000,4261100,4478838,63947200,7446200,7958600,10910800,6411867,24492600,8660400
2001-02-22,431961600,114885800,4092400,6011252,4778633,58517400,5585800,12409800,18957800,4020300,5436081,100816400,5337600,6889800,21281600,7570102,27462900,9965000
2001-02-23,293865600,100864600,3910600,5774658,4876120,63558300,5547200,9708100,9069200,4653000,5378336,92620600,4247700,5474400,20173000,8490547,24244800,10157800
