Date,AAPL,JPM,MSFT
2006-02-22,978238800,13151400,43043100
2006-02-23,856917600,8739500,47359100
2006-02-24,534744000,9294300,44753800
2006-02-27,791240800,8541700,51301500
2006-02-28,1266980400,11716200,65036100
2006-03-01,763817600,10527700,53061200
2006-03-02,625273600,10939800,41850300
2006-03-03,737668400,12290600,45218800
2006-03-06,912665600,9777800,53054100
2006-03-07,872877600,9441300,51613900
2006-03-08,653251200,9147100,57547400
2006-03-09,799304800,9767500,45360700
2006-03-10,1043142800,11175700,41297200
2006-03-13,861187600,10626100,40342600
2006-03-14,642020400,16221500,39821800
2006-03-15,891996000,14011200,57152000
2006-03-16,749638400,10045600,73793700
2006-03-17,812042000,13042300,120615000
2006-03-20,605441200,9418000,67094100
2006-03-21,1345366400,13473600,73199600
2006-03-22,1345895600,13516100,145696100
2006-03-23,1427826400,12986800,73682900
2006-03-24,1071980000,7212800,69157600
2006-03-27,1108072000,7836200,59908600
2006-03-28,1370322800,15562700,58520500
2006-03-29,2346834000,7822900,53150300
2006-03-30,1390650800,9323500,54612000
2006-03-31,815357200,10371300,62190500
2006-04-03,815791200,10872900,57605300
2006-04-04,931924000,14008500,45470000
2006-04-05,2233408800,9494600,41539300
2006-04-06,2663768800,6226600,51885500
2006-04-07,1545238800,10753900,47249400
2006-04-10,903515200,7409300,39432000
2006-04-11,939316000,8828400,42953400
2006-04-12,739894400,5873900,32183000
2006-04-13,734678000,6554700,28160000
2006-04-17,721938000,7986200,35796200
2006-04-18,794844400,11079200,56272700
2006-04-19,1086033200,9448100,45111100
2006-04-20,1666982800,8435900,45648300
2006-04-21,788986800,13733100,58528000
2006-04-24,707028000,9475900,42318400
2006-04-25,529062800,11649000,49222500
2006-04-26,710886400,10647800,39190000
2006-04-27,845947200,17465000,96509600
2006-04-28,760037600,28234900,591052200
2006-05-01,750380400,16235100,174800900
2006-05-02,771663200,12964500,190533500
2006-05-03,686991200,15589600,211527100
2006-05-04,860420400,10550700,171257400
2006-05-05,563911600,17297800,131604300
2006-05-08,594851600,10283900,80693500
2006-05-09,531666800,7931000,75345900
2006-05-10,459888800,7213600,76563300
2006-05-11,812688800,10532900,92916700
2006-05-12,641774000,18204900,83115900
2006-05-15,529177600,11229400,67314800
2006-05-16,936740000,8263600,82095100
2006-05-17,754194000,13005200,98598300
2006-05-18,658442400,10905200,95476400
2006-05-19,985866000,13351300,100071200
2006-05-22,718975600,14742200,87322300
2006-05-23,694414000,13249400,79986300
2006-05-24,916031200,12944000,107356700
2006-05-25,463372000,9902400,83052700
2006-05-26,432950000,7918100,46861600
2006-05-30,563402000,8680900,52497500
2006-05-31,1280977600,11348000,120202000
2006-06-01,942508000,9034900,80230800
2006-06-02,685787200,9637700,73935600
2006-06-05,605785600,7867200,63914100
2006-06-06,726037200,12679200,126601300
2006-06-07,750506400,9958000,73827500
2006-06-08,1397482800,14402700,104126900
2006-06-09,775838000,8106100,52573800
2006-06-12,717785600,9059600,74309700
2006-06-13,1080643200,16522300,113175300
2006-06-14,878136000,16879100,86081500
2006-06-15,1190383600,18481200,121577300
2006-06-16,838101600,15754500,147506500
2006-06-19,704575200,9087100,129640900
2006-06-20,672974400,11176100,90598500
2006-06-21,863296000,15242300,91660300
2006-06-22,965633200,10466300,76590600
2006-06-23,660203600,9954700,60532600
2006-06-26,466536000,11183300,53644100
2006-06-27,550611600,14116000,84759100
2006-06-28,850704400,8540100,71906500
2006-06-29,873398400,17320000,121395500
2006-06-30,739695600,16247700,73048800
2006-07-03,194770800,6828300,25711400
2006-07-05,518240800,10451000,53093500
2006-07-06,633208800,10831500,44775200
2006-07-07,799360800,6736400,63168800
2006-07-10,529345600,5332100,50565100
2006-07-11,825022800,8814500,88676300
2006-07-12,927329200,7025300,77379300
2006-07-13,1249906000,11099000,73099500
2006-07-14,993036800,10439300,67499400
2006-07-17,1024542400,10806600,37053500
2006-07-18,1000448400,10760800,65047300
2006-07-19,1390743200,27046400,82188200
2006-07-20,1972146400,16362600,76605200
2006-07-21,891892400,15203300,175483800
2006-07-24,722856400,12629200,59586700
2006-07-25,589069600,12536000,60075800
2006-07-26,898427600,14170000,54942100
2006-07-27,735044800,13841100,85386800
2006-07-28,691507600,14184400,51705800
2006-07-31,892841600,14621600,40254400
2006-08-01,711765600,13402300,49168700
2006-08-02,550768400,11051900,46462000
2006-08-03,841044400,9045400,43155300
2006-08-04,1852866400,14113100,45690400
2006-08-07,1245512800,5925500,36862400
2006-08-08,997864000,11025900,58171300
2006-08-09,955838800,10452800,44405700
2006-08-10,697760000,10392300,31753400
2006-08-11,777529200,6868600,30255500
2006-08-14,717620400,6985600,47831900
2006-08-15,861352800,11078300,48994500
2006-08-16,781284000,8814800,52373600
2006-08-17,581148400,6163700,45674800
2006-08-18,536354000,9213600,128414800
2006-08-21,526226400,5649000,88398300
2006-08-22,576968000,6252400,89312400
2006-08-23,536258800,8730200,44648500
2006-08-24,655191600,8682800,35933300
2006-08-25,543958800,4450900,33115900
2006-08-28,738161200,7324900,34190900
2006-08-29,947332400,8050800,42711200
2006-08-30,680142400,8596400,30283100
2006-08-31,574697200,6245400,26380500
2006-09-01,408494800,6703300,31594600
2006-09-05,1012457600,6134000,44222400
2006-09-06,974103200,7126400,50160400
2006-09-07,1267957600,7278400,51266900
2006-09-08,895921600,7728200,36866800
2006-09-11,949124400,7173200,55608200
2006-09-12,1684687200,11555700,52248800
2006-09-13,1146138000,11745700,37706700
2006-09-14,801729600,7622400,74324500
2006-09-15,981853600,15421000,126057700
2006-09-18,705278000,11125300,49135000
2006-09-19,710049200,6768700,43039100
2006-09-20,822791200,9084200,71676400
2006-09-21,794124800,7782700,58495100
2006-09-22,665112000,6046700,47712500
2006-09-25,858992400,15329800,67903900
2006-09-26,1102948000,12381400,54766500
2006-09-27,810373200,8884200,66233900
2006-09-28,723609600,6165100,44179700
2006-09-29,405812400,10115300,34283500
2006-10-02,712639200,7382800,52908100
2006-10-03,790708800,11801200,39386200
2006-10-04,829082800,20650500,82191200
2006-10-05,683883200,12915100,81967200
2006-10-06,466958800,10748900,36452200
2006-10-09,438222400,7252800,33366300
2006-10-10,531588400,14164900,34598500
2006-10-11,571855200,10288100,37219600
2006-10-12,592855200,14979300,120174900
2006-10-13,684196800,7298000,129751900
2006-10-16,508692800,7330200,49744800
2006-10-17,480925200,8880100,40122600
2006-10-18,1133907600,21532700,40630800
2006-10-19,1512977200,11986700,44730800
2006-10-20,639413600,10979200,48887800
2006-10-23,832507200,8838300,48525000
2006-10-24,463212400,13431500,61409600
2006-10-25,485214800,9021700,40717100
2006-10-26,432756800,7644300,69964200
2006-10-27,594966400,7112500,89060100
2006-10-30,499917600,10222600,47296800
2006-10-31,501474400,12564200,61861700
2006-11-01,611192400,11490200,75895900
2006-11-02,465483200,7059000,58674400
2006-11-03,431888800,7984100,41124500
2006-11-06,434576800,8633700,60446200
2006-11-07,525932400,8535500,56511200
2006-11-08,690916800,7511200,77403300
2006-11-09,923053600,6836700,89407500
2006-11-10,373864400,5849900,37855100
2006-11-13,450674000,7664600,47271800
2006-11-14,588954800,8276800,63012500
2006-11-15,655323200,11340700,63943200
2006-11-16,693940800,8192500,64328500
2006-11-17,466424000,12991600,49356700
2006-11-20,570794000,8614500,85703800
2006-11-21,622666800,7423800,66446600
2006-11-22,671941200,5916100,43907200
2006-11-24,518677600,2926400,20456700
2006-11-27,1074836000,11109800,72722100
2006-11-28,1036173600,13415600,52602300
2006-11-29,1157083200,9414400,58775100
2006-11-30,870486400,13058500,53297400
2006-12-01,795079600,14731400,72257000
2006-12-04,709536800,13148100,55123400
2006-12-05,662838400,10747700,45606000
2006-12-06,638184400,14162400,48564100
2006-12-07,1004827600,7394600,46831100
2006-12-08,784277200,9120100,108854900
2006-12-11,499780400,11221600,107712000
2006-12-12,1026620000,15958400,68529400
2006-12-13,857052000,11353700,46002500
2006-12-14,832330800,10052600,85866500
2006-12-15,739939200,16172100,102783700
2006-12-18,721576800,8538200,56986800
2006-12-19,911405600,9291400,53822100
2006-12-20,567691600,6036400,31202100
2006-12-21,903599200,10782200,32270500
2006-12-22,613303600,8342000,37971700
2006-12-26,490688800,4101200,37098300
2006-12-27,1935754800,7716200,31248400
2006-12-28,1119876800,6525200,26690600
2006-12-29,1076429200,9601100,41739800
2007-01-03,1238319600,14244700,76935100
2007-01-04,847260400,9471500,45774500
2007-01-05,834741600,10760500,44607200
2007-01-08,797106800,8239200,50220200
2007-01-09,3349298400,9276700,44636600
2007-01-10,2952880000,15597000,55017400
2007-01-11,1440252800,8049200,99464300
2007-01-12,1312690400,10646700,103972500
2007-01-16,1244076400,8696500,62379600
2007-01-17,1646260000,16291400,58519600
2007-01-18,2364605600,12654200,56364300
2007-01-19,1364473600,14649200,75826900
2007-01-22,1454026000,18325500,56143900
2007-01-23,1207424400,12845300,49171200
2007-01-24,927813600,13857500,58527800
2007-01-25,905973600,14855900,97378700
2007-01-26,986874000,13990300,96103700
2007-01-29,901664400,12085000,57605900
2007-01-30,577970400,12325700,61900400
2007-01-31,856069200,18460500,73968400
2007-02-01,664342000,13420400,55355800
2007-02-02,621530000,15443400,60401700
2007-02-05,578852400,8079900,99102100
2007-02-06,864393600,9849200,79281100
2007-02-07,1066825200,7537400,65145500
2007-02-08,679030800,10312300,48749000
2007-02-09,860540800,9489000,69823100
2007-02-12,724071600,7889000,52774400
2007-02-13,580986000,8374100,50348100
2007-02-14,507981600,10745900,55588600
2007-02-15,363661200,13339600,63858100
2007-02-16,399868000,11291900,109340300
2007-02-20,617702400,9171500,53978200
2007-02-21,1155313600,9337100,68604900
2007-02-22,838224800,9111600,57754400
2007-02-23,517893600,10042600,63787100
2007-02-26,615848800,13342800,63481900
2007-02-27,1145813200,21228500,87143300
2007-02-28,919475200,19180400,86333300
2007-03-01,1415528800,22648000,80175700
2007-03-02,860000400,16922400,63254700
2007-03-05,838899600,20199600,56454300
2007-03-06,723186800,17751900,49361800
2007-03-07,626284400,13664500,52044700
2007-03-08,511011200,11979500,72175200
2007-03-09,451836000,9452900,80125000
2007-03-12,729408400,10445700,36516400
2007-03-13,867890800,25294400,75169500
2007-03-14,796586000,25043400,75730300
2007-03-15,559498800,15828300,51757100
2007-03-16,571704000,24746900,65055300
2007-03-19,712961200,14448200,49412000
2007-03-20,488916400,14507400,47902400
2007-03-21,686896000,20747600,72808200
2007-03-22,561492400,18906700,47934900
2007-03-23,450884000,11748200,50519800
2007-03-26,864987200,11851000,47491500
2007-03-27,932052800,11183500,58979800
2007-03-28,942337200,13176700,46947000
2007-03-29,725723600,10837100,42629900
2007-03-30,600558000,12674800,47061000
2007-04-02,501992400,13834500,41977600
2007-04-03,583934400,13572200,39821300
2007-04-04,476784000,9163600,63244200
2007-04-05,355516000,7991000,30131200
2007-04-09,413341600,7509000,31384600
2007-04-10,352466800,8200100,38643100
2007-04-11,549018400,11971300,44050200
2007-04-12,656675600,9472400,43762100
2007-04-13,719941600,11266300,36002900
2007-04-16,609033600,15765000,30740100
2007-04-17,751920400,12238500,33170200
2007-04-18,464044000,39198500,41778400
2007-04-19,425913600,20708700,43648800
2007-04-20,522779600,21166800,60311500
2007-04-23,780290000,12675600,41739100
2007-04-24,1055252800,10315700,34236700
2007-04-25,1187144000,18088100,39475000
2007-04-26,1737778000,14440500,68760300
2007-04-27,699403600,14428600,128298800
2007-04-30,616509600,29900000,67788800
2007-05-01,532523600,13859000,73539300
2007-05-02,505145200,12968600,80686700
2007-05-03,576077600,9700300,82036800
2007-05-04,381987200,11974600,104385900
2007-05-07,861557200,7375400,59889100
2007-05-08,783997200,9028200,60551700
2007-05-09,717757600,12561700,51735000
2007-05-10,1197257600,13478400,55398600
2007-05-11,653696400,12419400,43425300
2007-05-14,651946400,9328300,70188500
2007-05-15,954514400,11105000,75013900
2007-05-16,1126767600,12924700,45833600
2007-05-17,735291200,9049900,41045600
2007-05-18,621345200,11115100,58453000
2007-05-21,639892400,10408300,41836400
2007-05-22,572409600,9665800,39999500
2007-05-23,911374800,11246900,46322500
2007-05-24,887362000,13105800,64046400
2007-05-25,632959600,10761300,47726500
2007-05-29,645694000,9552300,42373100
2007-05-30,1478444800,10243400,57376800
2007-05-31,1297066400,10976300,85290500
2007-06-01,885262000,12104800,39469400
2007-06-04,886673200,11095500,41434500
2007-06-05,920785600,13615700,44265000
2007-06-06,1112241200,13877400,38217500
2007-06-07,1915079600,17409400,71971400
2007-06-08,1241682400,13508100,61346200
2007-06-11,1874258400,11252000,48467400
2007-06-12,1426566400,15388300,56981800
2007-06-13,1721353200,14507600,64435600
2007-06-14,973266000,12440700,59065700
2007-06-15,811218800,18351900,100933000
2007-06-18,910604800,9290300,45412600
2007-06-19,943026000,12251900,46802600
2007-06-20,897512000,14920700,46861600
2007-06-21,867045200,19429500,56564800
2007-06-22,631876000,25110400,86219900
2007-06-25,965403600,17240200,53905800
2007-06-26,1345005200,18963800,48340300
2007-06-27,974696800,16354200,53468600
2007-06-28,838143600,14430900,46055200
2007-06-29,1137841600,21764700,71193900
2007-07-02,994862400,15717900,47316000
2007-07-03,1162481600,7444000,35202600
2007-07-05,1453051600,11613000,47838500
2007-07-06,874694800,10792400,57541000
2007-07-09,995820000,10577700,33831400
2007-07-10,1255007600,21881800,66013500
2007-07-11,821772000,27232500,48017000
2007-07-12,704608800,19172800,54302400
2007-07-13,907606000,16393800,42173000
2007-07-16,936112800,12263900,48023200
2007-07-17,709959600,18302200,77539600
2007-07-18,756856800,35535600,64414400
2007-07-19,732891600,26199400,121159300
2007-07-20,1167773600,30677800,98292600
2007-07-23,1036490000,20520200,48910600
2007-07-24,1795292800,35706200,59729300
2007-07-25,1496182800,40175100,54950100
2007-07-26,2186629200,51202000,87025300
2007-07-27,1161098400,40020600,69214600
2007-07-30,1106988400,32316300,67499600
2007-07-31,1762392800,34080900,66554000
2007-08-01,1750156800,44504500,80006300
2007-08-02,852644800,28297400,47938300
2007-08-03,679187600,36628500,61535500
2007-08-06,925170400,34200000,59530500
2007-08-07,949936400,30556500,49163000
2007-08-08,808096800,27447200,52898600
2007-08-09,1125395600,39278200,72964500
2007-08-10,1410749200,32549000,76576200
2007-08-13,752911600,21357600,55492300
2007-08-14,739006800,25217200,42944100
2007-08-15,992852000,27726700,48117700
2007-08-16,1866690000,51414800,81447400
2007-08-17,1195062400,57869900,76747700
2007-08-20,803317200,32691300,49952000
2007-08-21,1303047200,23582300,50786200
2007-08-22,1061765600,30844900,44763500
2007-08-23,866838000,21476600,33886600
2007-08-24,911834000,13248000,45158900
2007-08-27,707439600,13527200,32789500
2007-08-28,1179365600,23516300,43924400
2007-08-29,1166860800,21605200,45753700
2007-08-30,1435582400,15581500,33690700
2007-08-31,876887200,16937800,42511900
2007-09-04,1316842800,15416800,45689600
2007-09-05,2328222400,15556800,47669800
2007-09-06,1901261600,18994400,45430800
2007-09-07,1430576000,21526200,52160900
2007-09-10,1487838800,17181500,37247600
2007-09-11,971885600,15148000,34380800
2007-09-12,1022770000,13896800,42364700
2007-09-13,656163200,20262100,35288600
2007-09-14,607320000,12482300,33496600
2007-09-17,793371600,17958300,39536500
2007-09-18,1064089600,27267800,77462400
2007-09-19,1026880400,31807800,94242200
2007-09-20,691840800,19553500,67168900
2007-09-21,1138880400,20535000,135636100
2007-09-24,1052161600,17346800,104459800
2007-09-25,1192550800,16405200,75621000
2007-09-26,975268000,17485400,60337000
2007-09-27,658198800,12840300,43407100
2007-09-28,615101200,15587900,45819100
2007-10-01,837068400,17276200,43875100
2007-10-02,792069600,16003200,33700900
2007-10-03,692518400,12675700,37633900
2007-10-04,656958400,11132400,37868000
2007-10-05,943471200,13435600,45012300
2007-10-08,835928800,8305500,30265400
2007-10-09,1104286400,12967500,63603100
2007-10-10,667590000,18858500,32251500
2007-10-11,1643992000,27920400,50788400
2007-10-12,988176000,12507000,31121100
2007-10-15,1077930000,16575300,47150500
2007-10-16,1067830400,22510200,56286200
2007-10-17,1127613200,34659600,86092400
2007-10-18,823676000,19397900,49208600
2007-10-19,1291780000,29500400,75200200
2007-10-22,1649499600,18094100,58785100
2007-10-23,1795164000,13519100,49956200
2007-10-24,1288481600,27352800,77979200
2007-10-25,973602000,20076400,169588700
2007-10-26,706876800,18851700,288121200
2007-10-29,540554000,18861900,114655600
2007-10-30,939414000,13131400,107297300
2007-10-31,833310800,23899100,185635800
2007-11-01,805036400,31730100,152078800
2007-11-02,1002114400,39570300,96389800
2007-11-05,804176800,28852800,75485400
2007-11-06,954727200,28756400,100966700
2007-11-07,994327600,28980700,74897800
2007-11-08,1890378000,37342800,133742400
2007-11-09,1526380800,43587300,125136900
2007-11-12,1769065200,27691800,84865200
2007-11-13,1739446800,35927500,104311500
2007-11-14,1449168000,25367400,84063100
2007-11-15,1487410400,23434200,64014100
2007-11-16,1383494000,29021800,71113800
2007-11-19,1154428800,29656500,63026200
2007-11-20,1543642800,33277800,100009400
2007-11-21,1217809600,26759300,89518700
2007-11-23,465757600,10808400,33467200
2007-11-26,1305754800,27132300,80335000
2007-11-27,1317030400,28501100,84178400
2007-11-28,1150912000,32246500,88585000
2007-11-29,1050926800,23553600,53633600
2007-11-30,1187802000,40113500,71027800
2007-12-03,961469600,21417200,61770600
2007-12-04,773799600,19315200,54801500
2007-12-05,892402000,20627900,84894700
2007-12-06,899810800,19130200,49209700
2007-12-07,1066066400,15286600,40771000
2007-12-10,722377600,23388400,36083500
2007-12-11,1110925200,38455700,55070700
2007-12-12,1225660800,44364000,63345400
2007-12-13,864617600,41261000,73913200
2007-12-14,674312800,27651800,71126200
2007-12-17,1024693600,19965700,58121200
2007-12-18,1222603200,25224900,52791800
2007-12-19,827478400,21293700,58469100
2007-12-20,774057200,27147500,59345000
2007-12-21,993960800,26363000,83240500
2007-12-24,480202800,7679700,29622600
2007-12-26,703732400,14578700,30252400
2007-12-27,795527600,16530000,33311100
2007-12-28,699647200,16852200,33447200
2007-12-31,539333200,16361200,35229700
2008-01-02,1079178800,22122300,63004200
2008-01-03,842066400,17150700,49599600
2008-01-04,1455832000,25873800,72090800
2008-01-07,2072193200,25644100,80164300
2008-01-08,1523816000,33646000,79148300
2008-01-09,1813882000,33546300,74305500
2008-01-10,1482975200,41863600,72446000
2008-01-11,1232285600,37520500,55187900
2008-01-14,1100450400,22817000,52792200
2008-01-15,2343278000,45240000,61606200
2008-01-16,2213845200,63183100,120778500
2008-01-17,1757859600,39647200,94247800
2008-01-18,1724343600,51919100,117062000
2008-01-22,2434754000,57178600,108521400
2008-01-23,3372969600,77137000,137597400
2008-01-24,2005866800,52062600,155640400
2008-01-25,1554739200,38410900,196992300
2008-01-28,1474844000,29739100,81019000
2008-01-29,1099982800,56112700,68023000
2008-01-30,1243051600,68343800,106432600
2008-01-31,1345674400,55500600,103642200
2008-02-01,1010744000,48834500,291138900
2008-02-04,899234000,28310200,119998600
2008-02-05,1141042000,39045100,137534100
2008-02-06,1573272400,27274800,138315600
2008-02-07,2083331600,36818000,164964900
2008-02-08,1355972800,26058300,124872000
2008-02-11,1201432400,25874000,156814100
2008-02-12,1225980000,27193400,84365900
2008-02-13,968534000,26533400,88986200
2008-02-14,954097200,31180000,69113500
2008-02-15,901300400,29031400,68166100
2008-02-19,1005046000,25811900,68261200
2008-02-20,967439200,30149700,93056200
2008-02-21,938114800,32878200,98776500
2008-02-22,1529878000,30452700,125705400
2008-02-25,1256774400,27917200,109974300
2008-02-26,1504888000,24989300,108923500
2008-02-27,1475138000,38566000,75199500
2008-02-28,1618254400,36606500,83002900
2008-02-29,1255480800,36856600,117411400
2008-03-03,1593043200,31481900,76544300
2008-03-04,1785383600,56449300,86925600
2008-03-05,1221836000,36325600,106489800
2008-03-06,1473698800,44356900,91127700
2008-03-07,1230462800,43258700,77597600
2008-03-10,999588800,41281300,72175100
2008-03-11,1163943200,58401200,98740700
2008-03-12,1059629200,44572400,75993800
2008-03-13,1262102800,45537900,84552200
2008-03-14,1156640800,77776000,105214900
2008-03-17,1072598800,125296300,84490100
2008-03-18,1205120000,76994300,83695300
2008-03-19,1010536800,70593300,61442100
2008-03-20,908787600,72777200,60170200
2008-03-24,1066920400,66011200,48294700
2008-03-25,1052391200,54485500,49149000
2008-03-26,1182084400,41122700,45868100
2008-03-27,999829600,32154500,47894400
2008-03-28,714610400,29011900,49244000
2008-03-31,768065200,28920400,46780600
2008-04-01,1032567200,54562600,65796200
2008-04-02,1044968400,36597900,49499400
2008-04-03,1051568000,30314400,38961400
2008-04-04,854417200,29875900,43860800
2008-04-07,1158326400,24069200,44428600
2008-04-08,1014294400,29187700,44733500
2008-04-09,873398400,28476400,45839300
2008-04-10,955763200,30230100,65591600
2008-04-11,1210076000,41959900,54373700
2008-04-14,845087600,33774900,43418100
2008-04-15,698037200,37271800,34310000
2008-04-16,795774000,52568400,54107400
2008-04-17,704267200,30302500,48743300
2008-04-18,1026765600,31398100,73658900
2008-04-21,1039152800,23513400,54411700
2008-04-22,1439572400,23703800,67387500
2008-04-23,1504190800,23260300,98351500
2008-04-24,1696066400,37769300,115416700
2008-04-25,992474000,24266600,145194900
2008-04-28,787214400,27175000,97473000
2008-04-29,923476400,20738700,84428900
2008-04-30,1139524400,36280800,74733600
2008-05-01,903576800,31723700,71699400
2008-05-02,1006082000,27942900,66024200
2008-05-05,854557200,19276100,119687700
2008-05-06,918870400,25441400,93582000
2008-05-07,1157133600,27636400,88775000
2008-05-08,899085600,26106000,69589900
2008-05-09,673072400,21730400,51621200
2008-05-12,818563200,20295600,64278800
2008-05-13,823236400,27485300,70934700
2008-05-14,916823600,24138200,66730400
2008-05-15,873208000,27289500,53355800
2008-05-16,765769200,20871400,81538200
2008-05-19,945820400,19402200,59615000
2008-05-20,969850000,48996100,75767600
2008-05-21,1157657200,40611900,60125100
2008-05-22,1206735600,28883300,52203100
2008-05-23,906917200,21440900,48890700
2008-05-27,789905200,28457800,47334500
2008-05-28,743979600,31688700,52318500
2008-05-29,647186400,22789000,47699200
2008-05-30,610184400,21391600,63399200
2008-06-02,679840000,30620500,77028400
2008-06-03,750520400,28503100,86616700
2008-06-04,726983600,30800100,79567400
2008-06-05,755445600,27755300,76063400
2008-06-06,966422800,39887900,78500800
2008-06-09,1888392800,74856700,66787100
2008-06-10,1140941200,54412400,77433900
2008-06-11,961550800,50965800,59330800
2008-06-12,1308333600,53247700,113996300
2008-06-13,1345957200,40465600,131969100
2008-06-16,1051730400,34860200,74718900
2008-06-17,899656800,32510200,44256700
2008-06-18,811468000,35513700,49677800
2008-06-19,791949200,59944400,62037800
2008-06-20,888367200,55374100,97480400
2008-06-23,645780800,37741100,57145300
2008-06-24,621947200,43526200,65218300
2008-06-25,644450800,42317900,64280200
2008-06-26,869610000,45708400,67049100
2008-06-27,1042249600,69316700,73450200
2008-06-30,684196800,50792600,57830500
2008-07-01,1111280800,74620100,100327800
2008-07-02,837519200,51750200,84669000
2008-07-03,523362000,33028500,37074500
2008-07-07,820391600,48883600,71527600
2008-07-08,888350400,62285100,65553200
2008-07-09,895776000,50971000,54255800
2008-07-10,840688800,47807900,57830600
2008-07-11,930011600,71316700,69532600
2008-07-14,886054400,50370200,51216200
2008-07-15,1040043200,88717800,92719300
2008-07-16,747790400,79957800,82060400
2008-07-17,757526000,132114600,96526100
2008-07-18,868414400,65409900,150277000
2008-07-21,1360469600,41354400,77575600
2008-07-22,1879592400,50104200,88657200
2008-07-23,1061768400,59345600,79408800
2008-07-24,839619200,47454600,81092600
2008-07-25,633637200,35188000,58682300
2008-07-28,780712800,41673200,59707800
2008-07-29,684070800,50527400,66368200
2008-07-30,725183200,47954900,51977700
2008-07-31,637498400,37394100,60461000
2008-08-01,544639200,30773300,82720200
2008-08-04,592527600,27748000,60588300
2008-08-05,688371600,35763100,84297600
2008-08-06,791408800,33009400,95550000
2008-08-07,672372400,42712200,82565800
2008-08-08,713997200,37174200,80814100
2008-08-11,891304400,34643900,68743800
2008-08-12,836278800,65248300,62813000
2008-08-13,842346400,48575900,51165200
2008-08-14,711300800,41142300,49732300
2008-08-15,708251600,36656900,47267400
2008-08-18,552014400,32193100,38078200
2008-08-19,616204400,41424300,40332900
2008-08-20,506951200,39065000,41497200
2008-08-21,539744800,30564500,43614200
2008-08-22,439611200,36022700,47930400
2008-08-25,484425200,27081000,51381300
2008-08-26,445550000,28810800,44774400
2008-08-27,477780800,23812300,33975300
2008-08-28,431384800,34724300,48372600
2008-08-29,599289600,23327100,50735500
2008-09-02,780763200,33267600,66079200
2008-09-03,734834800,28787600,57127700
2008-09-04,743386000,41510300,66141900
2008-09-05,786884000,42100300,82305200
2008-09-08,1045979200,85629900,62110800
2008-09-09,1245025600,56435300,85735700
2008-09-10,973142800,46100400,75064900
2008-09-11,971135200,57012300,72913300
2008-09-12,793027200,51417100,75628500
2008-09-15,920634400,92112900,82349400
2008-09-16,1199836400,90368100,111729700
2008-09-17,1200455200,104396300,106972100
2008-09-18,1676253600,132982000,132291300
2008-09-19,1430875600,88523900,134926100
2008-09-22,856713200,44934200,105207700
2008-09-23,1280364400,32404400,92181300
2008-09-24,1047015200,27186400,80250300
2008-09-25,1006045600,36831300,96203500
2008-09-26,1126451200,148081400,100744300
2008-09-29,2622057200,79528000,134383100
2008-09-30,1626682400,66987800,107192700
2008-10-01,1296484000,59424300,88957000
2008-10-02,1609364400,53944700,93819800
2008-10-03,2294398400,68639000,114289400
2008-10-06,2107417200,63065300,146374600
2008-10-07,1878772000,62396200,145941200
2008-10-08,2207741200,75686800,171598600
2008-10-09,1617383600,88790300,131948700
2008-10-10,2219299600,112976400,228467500
2008-10-13,1539076000,81628900,144935400
2008-10-14,1980994400,95288900,165674900
2008-10-15,1584175600,84755700,113280200
2008-10-16,1980521200,75112400,161147800
2008-10-17,1762227600,60991200,133673100
2008-10-20,1549170000,44732100,93484300
2008-10-21,2193660000,41780700,100385600
2008-10-22,2248808800,60825200,150054800
2008-10-23,1675430400,63917000,154774100
2008-10-24,1590058400,61968800,153919700
2008-10-27,1208771200,62712700,117683900
2008-10-28,1634133200,73082500,134088800
2008-10-29,1950978400,61823300,111701800
2008-10-30,1638089600,47372000,95323000
2008-10-31,1659756000,86948900,93055200
2008-11-03,1057938000,45059900,61923500
2008-11-04,1398681200,48917100,72123000
2008-11-05,1256455200,53524900,81179700
2008-11-06,1319074400,56467100,95509700
2008-11-07,1095253600,50210800,71256300
2008-11-10,1123822000,41558500,67106800
2008-11-11,1224538000,61577400,78014500
2008-11-12,1178976400,56726100,90162300
2008-11-13,1854087200,74523600,148413700
2008-11-14,1405266800,55941000,96624500
2008-11-17,1162526400,57560400,97289000
2008-11-18,1209695200,67807700,108966500
2008-11-19,1171900800,90226200,103010500
2008-11-20,1716814400,160729900,139532800
2008-11-21,1569271200,194075000,157231900
2008-11-24,1442257600,137382200,125289900
2008-11-25,1235292800,105430800,92948100
2008-11-26,899836000,55644900,79678300
2008-11-28,297774400,22787500,28650800
2008-12-01,923767600,70984500,79639900
2008-12-02,1148722400,81316000,79689800
2008-12-03,1338680000,64914200,80961500
2008-12-04,1091370000,80719600,78719200
2008-12-05,1043795200,73599200,91996200
2008-12-08,1185142000,84589300,107225000
2008-12-09,1203496000,65827700,80484900
2008-12-10,938047600,47919600,61499000
2008-12-11,1040617200,70746400,83564300
2008-12-12,1041174400,59939000,78112600
2008-12-15,891758000,51629100,59925900
2008-12-16,1093506400,75822100,97688700
2008-12-17,1293860400,46719900,78922700
2008-12-18,857416000,57491500,80759200
2008-12-19,801920000,55696800,113530400
2008-12-22,844740400,36378400,58575400
2008-12-23,635031600,26931700,47511400
2008-12-24,271334000,12339700,16880400
2008-12-26,308324800,12630500,23101000
2008-12-29,686000000,22318000,58512800
2008-12-30,967601600,29842400,43224100
2008-12-31,607541200,25891700,46419000
