Date,AAPL,JPM,MSFT
1998-04-24,215544000,4869600,51436000
1998-04-27,409796800,7547400,58752000
1998-04-28,237171200,5310300,56668000
1998-04-29,189537600,4159800,50061600
1998-04-30,179950400,6385500,54473600
1998-05-01,184072000,4244100,35996000
1998-05-04,571144000,5163600,37899600
1998-05-05,419283200,4228500,50828000
1998-05-06,897008000,4518000,48110800
1998-05-07,552899200,4312800,78022000
1998-05-08,270816000,3981300,96274800
1998-05-11,665022400,4840200,51474400
1998-05-12,257812800,4836300,64147200
1998-05-13,314417600,5643000,80680400
1998-05-14,162680000,4176600,94774400
1998-05-15,272585600,4666800,48150800
1998-05-18,232388800,4803900,80395600
1998-05-19,218265600,6633300,52234400
1998-05-20,190176000,5013300,35698800
1998-05-21,130995200,5238300,36680000
1998-05-22,266593600,4202700,36129200
1998-05-26,311774400,3826500,44473600
1998-05-27,370193600,8843100,58574400
1998-05-28,298491200,4875300,30746800
1998-05-29,216720000,3043500,34091200
1998-06-01,319692800,4259100,42436800
1998-06-02,179300800,4966800,38570800
1998-06-03,145140800,2846400,36010800
1998-06-04,156139200,3780600,33717600
1998-06-05,123323200,4904400,34431600
1998-06-08,126627200,6431700,18886400
1998-06-09,275744000,3669600,35690400
1998-06-10,229230400,5072700,33290400
1998-06-11,180118400,5758200,41271200
1998-06-12,223854400,5007900,41323600
1998-06-15,136662400,4272450,42846000
1998-06-16,129684800,4976850,61138400
1998-06-17,187174400,5015250,76147600
1998-06-18,119996800,2963850,39228400
1998-06-19,137558400,5336400,91226800
1998-06-22,134568000,3447900,48969600
1998-06-23,231056000,3245850,124675200
1998-06-24,273795200,4714350,105724800
1998-06-25,191811200,7775400,88969600
1998-06-26,111115200,3526950,55680400
1998-06-29,166185600,4407900,65906000
1998-06-30,131062400,4780500,77010000
1998-07-01,314115200,4994700,53470400
1998-07-02,298110400,3544800,27321200
1998-07-06,270950400,6373950,35307600
1998-07-07,241472000,6861150,32422800
1998-07-08,932814400,7517100,41553600
1998-07-09,566608000,4625550,43690000
1998-07-10,302523200,3151500,45396800
1998-07-13,715388800,2900100,69223200
1998-07-14,548531200,4665150,56972400
1998-07-15,594966400,4220850,48690000
1998-07-16,2561350400,3378600,65125200
1998-07-17,629552000,3141450,83108400
1998-07-20,383891200,3585900,45794800
1998-07-21,329504000,4608300,74605200
1998-07-22,280728000,5005500,71654400
1998-07-23,253131200,5294250,51029600
1998-07-24,271286400,6094350,60366400
1998-07-27,214233600,4491900,58998000
1998-07-28,225377600,5570550,78378400
1998-07-29,447720000,3484050,59738000
1998-07-30,362297600,3697500,72746400
1998-07-31,183108800,7758600,53705200
1998-08-03,301761600,4420800,73566400
1998-08-04,293921600,6974550,91412000
1998-08-05,454081600,5957550,120208800
1998-08-06,438614400,5556900,68308000
1998-08-07,298020800,5194200,54972400
1998-08-10,488600000,3980100,46763200
1998-08-11,1759475200,7264950,60976400
1998-08-12,689774400,5294400,53760000
1998-08-13,390779200,5388300,51193200
1998-08-14,450777600,4213800,29566400
1998-08-17,930876800,3960450,54073200
1998-08-18,605953600,5225550,70591200
1998-08-19,485990400,5028900,55709600
1998-08-20,391921600,4448100,49970400
1998-08-21,813377600,11853450,59523600
1998-08-24,610176000,4651950,26319200
1998-08-25,495566400,4914900,58026800
1998-08-26,406481600,4763700,44804400
1998-08-27,1114243200,13659450,74874000
1998-08-28,932254400,11808750,72730000
1998-08-31,868224000,11803500,132690400
1998-09-01,869075200,11699850,140112400
1998-09-02,843001600,10603350,63438400
1998-09-03,409752000,12784500,67506800
1998-09-04,377272000,22328400,50890400
1998-09-08,402796800,18160350,60625600
1998-09-09,354692800,12064800,65480800
1998-09-10,526881600,15442800,60758000
1998-09-11,352284800,15846300,58989200
1998-09-14,247072000,10117050,45086800
1998-09-15,433652800,13750050,49367600
1998-09-16,258876800,11266950,42886800
1998-09-17,269292800,9901800,45178400
1998-09-18,305076800,9158100,47361600
1998-09-21,295870400,7048200,45872000
1998-09-22,257936000,7080150,43082000
1998-09-23,287918400,9460500,65263600
1998-09-24,482843200,11735100,63521600
1998-09-25,228289600,15015450,47878400
1998-09-28,405417600,8926350,41405200
1998-09-29,305132800,19558200,48743200
1998-09-30,167182400,16407900,38875600
1998-10-01,370216000,11555100,65442400
1998-10-02,475574400,16156350,65889600
1998-10-05,551880000,11464350,114937600
1998-10-06,399862400,11651250,76550000
1998-10-07,473356800,11566650,90710400
1998-10-08,689214400,16523550,144719200
1998-10-09,668236800,14538150,72661600
1998-10-12,622899200,9226500,51502800
1998-10-13,941628800,7553250,47995600
1998-10-14,2280017600,7036350,62403200
1998-10-15,840672000,11933550,66253600
1998-10-16,615563200,18859800,68620000
1998-10-19,475776000,8709900,60177600
1998-10-20,382088000,15729450,94368400
1998-10-21,430617600,8617200,125377200
1998-10-22,317374400,8252550,81910800
1998-10-23,355980800,5982450,59882000
1998-10-26,475843200,4978800,59678400
1998-10-27,538193600,7752000,65434800
1998-10-28,363708800,8751150,56808400
1998-10-29,344579200,4521450,52402800
1998-10-30,317643200,6904500,59322800
1998-11-02,253769600,5486700,48388400
1998-11-03,370451200,4070700,36546800
1998-11-04,627883200,6069150,67459600
1998-11-05,607118400,7403700,76727200
1998-11-06,797339200,5155800,74461200
1998-11-09,660788800,4687200,68956800
1998-11-10,883982400,4923450,72075600
1998-11-11,948505600,3834750,63899200
1998-11-12,595100800,5471250,38526800
1998-11-13,791817600,4429050,28368800
1998-11-16,384529600,4962900,42620400
1998-11-17,210728000,12616200,58744000
1998-11-18,329660800,6831150,41691200
1998-11-19,346528000,4348200,45220800
1998-11-20,399224000,6487200,48405200
1998-11-23,577953600,6476100,110870400
1998-11-24,319748800,7208550,101114800
1998-11-25,303800000,3859200,41394000
1998-11-27,153104000,908550,26335600
1998-11-30,561489600,4351650,70900000
1998-12-01,865737600,5715300,86330800
1998-12-02,962483200,5449500,65759600
1998-12-03,626046400,5677350,51426800
1998-12-04,721369600,4322850,44352000
1998-12-07,566596800,3331200,89809200
1998-12-08,680108800,4368600,77585200
1998-12-09,592916800,4580700,44781600
1998-12-10,391249600,3347100,57015600
1998-12-11,689998400,5328150,51728800
1998-12-14,501446400,5858550,64077600
1998-12-15,264712000,6708450,51719600
1998-12-16,374348800,5101650,60024000
1998-12-17,330612800,12824850,46963600
1998-12-18,791492800,9912900,59648000
1998-12-21,357448000,7818600,48112000
1998-12-22,1150800000,4211250,41350000
1998-12-23,1235035200,4146600,34940000
1998-12-24,199987200,1525950,13832400
1998-12-28,725312000,3091350,23636400
1998-12-29,387352000,3514800,29651600
1998-12-30,237361600,3089400,34942800
1998-12-31,271689600,3736050,23834400
1999-01-04,952884800,7798800,69305200
1999-01-05,1410113600,6532050,64281600
1999-01-06,1348569600,9776250,69064800
1999-01-07,1429019200,10692750,51150400
1999-01-08,678832000,8113050,50244800
1999-01-11,560974400,10198200,46463200
1999-01-12,820736000,10746300,57907200
1999-01-13,1047816000,13639350,75346000
1999-01-14,1723859200,7469550,59214000
1999-01-15,1006006400,6348000,59344000
1999-01-19,534889600,9146250,102741600
1999-01-20,778120000,9931200,125481200
1999-01-21,600488000,8336550,80077200
1999-01-22,345766400,7715700,82160000
1999-01-25,385336000,5817600,103076400
1999-01-26,560044800,4345200,120203200
1999-01-27,364952000,5808900,98048000
1999-01-28,336280000,4809300,78838400
1999-01-29,242715200,9135450,79571600
1999-02-01,278913600,6571500,81729200
1999-02-02,307160000,5093700,91965600
1999-02-03,338744000,8805600,73749200
1999-02-04,463780800,7081200,89151600
1999-02-05,777201600,4258950,127945200
1999-02-08,468227200,4952250,109866800
1999-02-09,701153600,7435350,77293600
1999-02-10,563628800,3841350,73694000
1999-02-11,565196800,7559550,60366000
1999-02-12,428904000,5636100,62930400
1999-02-16,300227200,6497550,73666800
1999-02-17,296060800,9882600,101215600
1999-02-18,500169600,6601050,117035200
1999-02-19,361692800,5058450,73085600
1999-02-22,298670400,6075600,92514400
1999-02-23,322179200,8625750,95106800
1999-02-24,212755200,7325850,67696800
1999-02-25,264600000,5097600,70817200
1999-02-26,667251200,5236200,59273200
1999-03-01,487827200,6638250,58332000
1999-03-02,683054400,4952850,58569600
1999-03-03,293350400,5177850,76798400
1999-03-04,367270400,5842800,61696400
1999-03-05,468036800,7327050,47302800
1999-03-08,550670400,5024100,46726000
1999-03-09,319692800,5914950,90129600
1999-03-10,546280000,5012850,53114800
1999-03-11,473659200,5726550,62948400
1999-03-12,271398400,5071350,73395200
1999-03-15,352161600,4845150,60609600
1999-03-16,399828800,6077100,68554000
1999-03-17,366318400,5201850,44919600
1999-03-18,227080000,5516700,56231200
1999-03-19,536502400,6128850,91980400
1999-03-22,593611200,3279600,55719200
1999-03-23,415553600,4675650,69581200
1999-03-24,400153600,4543050,82634400
1999-03-25,399963200,5166000,109447600
1999-03-26,253836800,2936250,94687600
1999-03-29,568870400,4251300,79777000
1999-03-30,554523200,3074550,67502400
1999-03-31,422352000,3232650,58752600
1999-04-01,262057600,4103250,41106000
1999-04-05,460936000,4808850,39848600
1999-04-06,628588800,5411550,39674800
1999-04-07,411812800,5273850,46910200
1999-04-08,296408000,7461000,38637000
1999-04-09,268542400,4744800,31816800
1999-04-12,395819200,4117500,37858800
1999-04-13,412384000,4812450,46746800
1999-04-14,681027200,4721400,52944000
1999-04-15,1734476800,5361600,72594600
1999-04-16,502219200,3631050,44774000
1999-04-19,921816000,7036650,75389000
1999-04-20,523857600,11746500,108459400
1999-04-21,351400000,5737200,92732800
1999-04-22,740174400,5237250,55096400
1999-04-23,1046841600,4390800,56592000
1999-04-26,927931200,2694900,48349800
1999-04-27,2106048000,6177150,58665800
1999-04-28,954990400,3719850,55963400
1999-04-29,789308800,4188900,60880600
1999-04-30,1472329600,5365800,58558600
1999-05-03,1470436800,5240400,67180000
1999-05-04,811238400,4670850,66502200
1999-05-05,579297600,6652650,67028200
1999-05-06,433148800,7305150,74021000
1999-05-07,434716800,6353700,48011600
1999-05-10,392996800,4205850,46218000
1999-05-11,458595200,4980150,42786200
1999-05-12,395124800,5330400,60142600
1999-05-13,295523200,3679650,51737200
1999-05-14,226632000,7173900,84401000
1999-05-17,210761600,3682950,66850200
1999-05-18,418376000,5363100,63858400
1999-05-19,298278400,4116150,46510800
1999-05-20,417715200,3496500,42386200
1999-05-21,463187200,5004000,56568800
1999-05-24,260926400,8523150,38990000
1999-05-25,366508800,7032900,50791600
1999-05-26,437550400,7955400,52022800
1999-05-27,336761600,6256200,56702200
1999-05-28,201129600,6132300,41548000
1999-06-01,461025600,5718900,36046400
1999-06-02,521057600,6079950,42812600
1999-06-03,488510400,5654550,32934400
1999-06-04,368681600,6295200,35668200
1999-06-07,418286400,3461400,32392200
1999-06-08,313656000,3318150,41516400
1999-06-09,353785600,3550950,53310800
1999-06-10,317049600,3511200,35277400
1999-06-11,185046400,5655000,34543000
1999-06-14,157080000,3420900,28369800
1999-06-15,130390400,3939150,36981000
1999-06-16,225019200,8062350,48325200
1999-06-17,224403200,5615850,44475200
1999-06-18,208062400,4764150,69116200
1999-06-21,135150400,4377750,56194400
1999-06-22,151076800,3204750,38751000
1999-06-23,531496000,3130050,33942000
1999-06-24,433361600,3177450,33559000
1999-06-25,294134400,3144750,24933000
1999-06-28,277692800,4134000,31701000
1999-06-29,380385600,3154650,38973200
1999-06-30,343268800,7451250,57610200
1999-07-01,149217600,6681900,47737800
1999-07-02,123681600,2399100,32094800
1999-07-06,453812800,2863800,45419400
1999-07-07,1099156800,4667400,33834600
1999-07-08,1625041600,4542750,37790400
1999-07-09,608697600,2053800,33884200
1999-07-12,303912000,2906400,43847800
1999-07-13,283259200,3496050,30845000
1999-07-14,624556800,3624150,37985200
1999-07-15,1691804800,3852600,40926200
1999-07-16,411499200,2957400,115369800
1999-07-19,561299200,3792750,81181600
1999-07-20,442075200,3621150,92287400
1999-07-21,718166400,4862700,54050800
1999-07-22,406728000,6287400,60904200
1999-07-23,229051200,3798450,68833200
1999-07-26,351187200,4628100,50885000
1999-07-27,395908800,3806700,65513000
1999-07-28,328910400,2496450,62215200
1999-07-29,275475200,4553250,57968200
1999-07-30,383140800,5740500,51127400
1999-08-02,362443200,6278850,48050600
1999-08-03,368379200,3029550,55051200
1999-08-04,371425600,3498900,75573400
1999-08-05,322537600,4113000,76634000
1999-08-06,435556800,3852750,67205800
1999-08-09,233284800,4196850,39333600
1999-08-10,416225600,5402250,62743000
1999-08-11,850337600,3495900,66105200
1999-08-12,666108800,3220950,61062000
1999-08-13,298435200,4631850,65099800
1999-08-16,276931200,3593550,57321800
1999-08-17,320936000,5863800,51749000
1999-08-18,468574400,4112100,58361200
1999-08-19,550020800,3973350,71478200
1999-08-20,327947200,3679800,46072800
1999-08-23,355566400,3983400,60447000
1999-08-24,502264000,7272300,120450000
1999-08-25,295164800,7763250,81877600
1999-08-26,404488000,4879050,61246000
1999-08-27,446835200,3249300,41948400
1999-08-30,336593600,4536900,33300800
1999-08-31,634547200,9561450,46882800
1999-09-01,788625600,6215850,36607200
1999-09-02,895148800,4071300,33340800
1999-09-03,1635267200,5879250,52098000
1999-09-07,984793600,5703900,47028000
1999-09-08,762204800,5702850,42568200
1999-09-09,534083200,20267100,38475200
1999-09-10,458763200,9359100,34455000
1999-09-13,252000000,3735150,27870800
1999-09-14,388292800,4038000,40207800
1999-09-15,359576000,5745900,48413800
1999-09-16,441884800,4375200,45796000
1999-09-17,277278400,5602650,79773400
1999-09-20,456668800,3307050,48601800
1999-09-21,3357558400,4165950,47082800
1999-09-22,1123169600,5008200,48531600
1999-09-23,1143755200,6028500,71073600
1999-09-24,1179875200,5725200,70277000
1999-09-27,948192000,4467300,34132200
1999-09-28,1414963200,9659100,46000600
1999-09-29,657283200,3811650,37484400
1999-09-30,908084800,4503750,47455400
1999-10-01,614790400,4650450,44239000
1999-10-04,459356800,3881850,29998000
1999-10-05,814206400,6691200,43397000
1999-10-06,804272000,5134050,35500200
1999-10-07,605886400,4911150,46036400
1999-10-08,382804800,4449000,35697000
1999-10-11,263121600,3517200,19943800
1999-10-12,563752000,2977650,27668600
1999-10-13,636731200,6055050,38098400
1999-10-14,1898803200,6055650,42737800
1999-10-15,1173177600,11077050,73788000
1999-10-18,776406400,6219600,75312800
1999-10-19,1022582400,6165750,69945600
1999-10-20,1081404800,7087800,88090600
1999-10-21,793452800,6499350,60801200
1999-10-22,419507200,7538550,43650600
1999-10-25,326592000,5334450,30492200
1999-10-26,361435200,4208250,52467600
1999-10-27,443072000,8916900,54416600
1999-10-28,504089600,16044150,70570400
1999-10-29,523051200,11075550,79452600
1999-11-01,278577600,6766350,53261200
1999-11-02,399235200,5312400,46349000
1999-11-03,328462400,3973200,44517000
1999-11-04,379086400,5804400,54239400
1999-11-05,416808000,5149950,70167400
1999-11-08,950924800,3590400,243819200
1999-11-09,809177600,4852950,109769800
1999-11-10,577897600,4770150,69385400
1999-11-11,269875200,3439350,69274600
1999-11-12,279059200,5134950,49414200
1999-11-15,259907200,5613000,47080400
1999-11-16,233856000,6735300,59165200
1999-11-17,364571200,5410200,66819000
1999-11-18,364784000,4607400,64493200
1999-11-19,312513600,2998350,58226000
1999-11-22,202361600,3771450,90596600
1999-11-23,543312000,4543950,70787400
1999-11-24,215107200,3782100,53771000
1999-11-26,132070400,1191300,28514200
1999-11-29,464161600,5221350,51460200
1999-11-30,843180800,6047250,64145600
1999-12-01,618564800,4569300,48864200
1999-12-02,567358400,4892700,55473800
1999-12-03,647920000,5766750,64100600
1999-12-06,466782400,4982550,49098200
1999-12-07,445020800,5553600,56859200
1999-12-08,412350400,4757100,40955800
1999-12-09,855198400,4738200,46258200
1999-12-10,637761600,4813650,36836000
1999-12-13,529961600,2552850,52691600
1999-12-14,435870400,3342000,144116200
1999-12-15,622977600,4586400,155571600
1999-12-16,463825600,4055100,128660200
1999-12-17,495006400,9983550,105898800
1999-12-20,283987200,6205650,39433800
1999-12-21,307596800,7860000,57446000
1999-12-22,327073600,3378450,38565200
1999-12-23,229532800,4337400,31028400
1999-12-27,168392000,3811800,32202200
1999-12-28,247576000,2253300,24591000
1999-12-29,284502400,2300250,17449200
1999-12-30,207144000,1916100,22360000
1999-12-31,163811200,1160400,12517600
2000-01-03,535796800,12019200,53228400
2000-01-04,512377600,11723400,54119000
2000-01-05,778321600,8714550,64059600
2000-01-06,767972800,8369250,54976600
2000-01-07,460734400,6571950,62013600
2000-01-10,505064000,4723500,44963600
2000-01-11,441548800,8405550,46743600
2000-01-12,976068800,7271850,66532400
2000-01-13,1032684800,6918900,83144000
2000-01-14,390376000,9731850,73416400
2000-01-18,459177600,5296650,81483600
2000-01-19,597643200,15734700,97568200
2000-01-20,1831132800,7770300,56349800
2000-01-21,495924800,5160600,68416200
2000-01-24,440876800,6459150,63597600
2000-01-25,497145600,7579950,59823200
2000-01-26,367158400,8386650,49365000
2000-01-27,340144000,8165850,63654800
2000-01-28,423348800,7500000,58225400
2000-01-31,701680000,7160250,73194200
2000-02-01,318035200,9651000,70196600
2000-02-02,464195200,7126200,49915600
2000-02-03,475193600,9200250,49186000
2000-02-04,425320000,5115150,55365400
2000-02-07,441067200,4684200,40005800
2000-02-08,408643200,6318600,56229000
2000-02-09,299364800,9818550,55090000
2000-02-10,302982400,6880500,54527800
2000-02-11,212251200,7052550,115559000
2000-02-14,367539200,5904750,81028600
2000-02-15,485744000,8965500,71027600
2000-02-16,378246400,4829700,65202600
2000-02-17,289497600,5716200,80343400
2000-02-18,233441600,8121300,79063000
2000-02-22,422296000,7068600,66296200
2000-02-23,473099200,4452900,75847200
2000-02-24,376432000,5199900,69733200
2000-02-25,249144000,4644300,65301400
2000-02-28,328328000,6051000,76131800
2000-02-29,368961600,6166950,58437400
2000-03-01,1077003200,4866300,106889800
2000-03-02,311259200,3583800,106932600
2000-03-03,323366400,5981400,101435200
2000-03-06,210560000,5691450,93609400
2000-03-07,273011200,4566900,135061000
2000-03-08,271230400,5247750,94290000
2000-03-09,276718400,3979500,88198800
2000-03-10,248606400,5311350,85589000
2000-03-13,303956800,4723350,61831800
2000-03-14,428579200,4129650,73489200
2000-03-15,443609600,8861700,53208000
2000-03-16,378100800,15634950,77300800
2000-03-17,305043200,11889150,81161600
2000-03-20,204489600,8076150,47773000
2000-03-21,524328000,8345550,81648800
2000-03-22,567996800,8604150,93975800
2000-03-23,562564800,10431450,148224000
2000-03-24,446913600,9489000,112196800
2000-03-27,279182400,4828950,111434000
2000-03-28,202966400,7325700,81114400
2000-03-29,239836800,9088350,64363800
2000-03-30,414400000,8017200,64178400
2000-03-31,404633600,6805050,64281400
2000-04-03,328563200,8509500,260118200
2000-04-04,660329600,12638700,181244400
2000-04-05,457665600,7310700,82887600
2000-04-06,259627200,4853400,66421400
2000-04-07,242435200,4914150,82613600
2000-04-10,212262400,7864950,60685400
2000-04-11,541822400,8217150,71961800
2000-04-12,941136000,9133350,153003800
2000-04-13,529827200,6781050,94316200
2000-04-14,667620800,13084500,151217800
2000-04-17,409561600,8708700,119772200
2000-04-18,390924800,6833400,91794600
2000-04-19,520150400,9057150,53715400
2000-04-20,722120000,4540650,52387400
2000-04-24,443620800,7792800,313645800
2000-04-25,391641600,6327150,159517400
2000-04-26,366912000,5500500,107091200
2000-04-27,326603200,9298200,77669800
2000-04-28,249580800,8603250,78082600
2000-05-01,226195200,8439750,107811000
2000-05-02,236432000,8411250,97716200
2000-05-03,489798400,9320550,55354800
2000-05-04,399515200,6172200,43317200
2000-05-05,284076800,14505150,36402200
2000-05-08,184900800,5497650,36187600
2000-05-09,327140800,6378000,60778400
2000-05-10,535091200,6616050,67740000
2000-05-11,499744000,7853100,58390800
2000-05-12,306913600,12221850,37886000
2000-05-15,678932800,6703200,33899600
2000-05-16,440451200,7925100,48410600
2000-05-17,398092800,4350600,53242000
2000-05-18,373777600,5156250,53640400
2000-05-19,740667200,5114550,66578000
2000-05-22,755507200,4164600,69955000
2000-05-23,517585600,5208750,57963200
2000-05-24,678462400,8573100,85482400
2000-05-25,406750400,7721400,94348800
2000-05-26,181148800,6163950,55822000
2000-05-30,713059200,4197750,68536400
2000-05-31,433507200,4983150,54968200
2000-06-01,903840000,8779650,94507200
2000-06-02,792848000,8867400,80463200
2000-06-05,323668800,4890450,64400000
2000-06-06,525481600,5546850,99019000
2000-06-07,337019200,5901150,76310600
2000-06-08,238526400,3975150,94765600
2000-06-09,252358400,10294950,35710200
2000-06-12,290337600,5142600,49260600
2000-06-13,351456000,5649900,44289200
2000-06-14,277446400,5920600,79992400
2000-06-15,248572800,9911800,65592600
2000-06-16,303564800,16619900,68710600
2000-06-19,394004800,7731000,46604800
2000-06-20,501390400,5643600,62275000
2000-06-21,490000000,4059300,160399600
2000-06-22,467712000,3268600,87315200
2000-06-23,204965600,3662500,49811600
2000-06-26,185354400,3195000,48287000
2000-06-27,203470400,5146100,31071200
2000-06-28,286428800,4898400,37459200
2000-06-29,203660800,4679500,38449000
2000-06-30,323097600,6995300,52356400
2000-07-03,70828800,2746100,15734800
2000-07-05,265216000,5083900,34824400
2000-07-06,309545600,3497600,47873200
2000-07-07,263603200,6245000,54153200
2000-07-10,397796000,3393600,52689800
2000-07-11,357896000,4641900,37164800
2000-07-12,225433600,4531400,58370200
2000-07-13,445659200,4588500,80843200
2000-07-14,190276800,4532300,51180600
2000-07-17,260002400,5069900,53992800
2000-07-18,318404800,3273200,70617200
2000-07-19,457872800,4287100,139924600
2000-07-20,465572800,6117400,54690600
2000-07-21,196235200,5470100,56100600
2000-07-24,412171200,3232600,56165600
2000-07-25,211607200,2697100,64188600
2000-07-26,210470400,4654000,85404600
2000-07-27,294985600,3556100,74337600
2000-07-28,237893600,2880800,75645600
2000-07-31,155299200,3650700,70283800
2000-08-01,137284000,10556800,47163600
2000-08-02,162355200,6692900,48269200
2000-08-03,339897600,5914200,54543400
2000-08-04,263121600,8546500,38107400
2000-08-07,187348000,6924000,52741800
2000-08-08,176674400,3458500,138038800
2000-08-09,379640800,6305600,63945600
2000-08-10,251714400,4979200,48986000
2000-08-11,238056000,4492200,35629600
2000-08-14,156660000,4970100,53427000
2000-08-15,114200800,7236200,40714200
2000-08-16,143673600,5305600,44976200
2000-08-17,270900000,4514400,36112800
2000-08-18,190176000,3694100,54438800
2000-08-21,134467200,3502300,34119600
2000-08-22,276802400,7456800,54428200
2000-08-23,236863200,6868200,36726800
2000-08-24,310766400,4508200,42405400
2000-08-25,334460000,4746600,52729400
2000-08-28,359004800,5261600,56421600
2000-08-29,267030400,7020300,59400200
2000-08-30,285392800,8367100,53498800
2000-08-31,419596800,8450600,72575400
2000-09-01,256872000,5478500,37629800
2000-09-05,298642400,4851200,50755200
2000-09-06,355404000,6821900,62960800
2000-09-07,217464800,3495800,111711200
2000-09-08,195518400,4496500,56709600
2000-09-11,187381600,5219500,48495200
2000-09-12,187997600,7314600,46781200
2000-09-13,305984000,42585300,40744800
2000-09-14,426552000,20361300,78503000
2000-09-15,394514400,14822300,99915200
2000-09-18,424536000,15120400,69037800
2000-09-19,271510400,15642000,79311200
2000-09-20,227388000,12493000,67791400
2000-09-21,510490400,12166800,48952200
2000-09-22,726700800,17425600,84476600
2000-09-25,435551200,11709900,53484200
2000-09-26,290936800,8176500,155704800
2000-09-27,402259200,7879200,106155600
2000-09-28,979585600,9307900,52360400
2000-09-29,7421640800,8576500,74053600
2000-10-02,2424788800,7138200,58562400
2000-10-03,2038120000,9742300,85374000
2000-10-04,1466024000,6363900,136453400
2000-10-05,873006400,9189200,81099400
2000-10-06,612656800,13400700,61794000
2000-10-09,597564800,6499500,58323600
2000-10-10,691101600,11926200,62066200
2000-10-11,1198422400,16885900,101205800
2000-10-12,1191064000,14847200,90219600
2000-10-13,1247752800,14143700,104521200
2000-10-16,820176000,8405600,119759000
2000-10-17,601720000,8318700,81276600
2000-10-18,834265600,29641500,110536400
2000-10-19,1506724800,14981100,256993200
2000-10-20,791263200,7559300,160378600
2000-10-23,551292000,5240100,185170400
2000-10-24,804451200,10595900,94427400
2000-10-25,663969600,9256100,167603800
2000-10-26,721851200,10398700,114826600
2000-10-27,744503200,9867500,124292400
2000-10-30,639189600,7884900,110057600
2000-10-31,885880800,13186900,104474000
2000-11-01,575366400,8789400,81309400
2000-11-02,590693600,6435700,77985200
2000-11-03,515821600,5879800,68711000
2000-11-06,393478400,4568100,74851400
2000-11-07,301963200,4101800,104331200
2000-11-08,422088800,5754400,206149400
2000-11-09,476834400,6306500,91058600
2000-11-10,422251200,4465600,93744400
2000-11-13,431816000,6041800,83364800
2000-11-14,409001600,6506300,84218600
2000-11-15,282357600,8300500,60422200
2000-11-16,239372000,6940400,92128600
2000-11-17,446180000,8358900,106525600
2000-11-20,408066400,7421300,80157200
2000-11-21,301952000,6202100,59487600
2000-11-22,280532000,6600100,76343200
2000-11-24,160932800,3835500,34439200
2000-11-27,258792800,10451600,85307600
2000-11-28,269124800,13168300,127446200
2000-11-29,492150400,9867200,98280400
2000-11-30,809597600,15472400,197200800
2000-12-01,385705600,9448300,109809800
2000-12-04,371520800,6819200,80407200
2000-12-05,613978400,13818600,101734400
2000-12-06,1374464000,19776900,90560800
2000-12-07,408917600,9650300,145308400
2000-12-08,435624000,8411700,120939800
2000-12-11,332511200,9131000,95576200
2000-12-12,386260000,7843400,63106000
2000-12-13,344887200,10288900,98360400
2000-12-14,263317600,16122600,71201400
2000-12-15,513945600,11412000,116899800
2000-12-18,325808000,13271000,107187400
2000-12-19,374007200,13078000,120271800
2000-12-20,565331200,6853300,149037800
2000-12-21,366844800,8796400,163173000
2000-12-22,318052000,7098600,109551800
2000-12-26,216815200,4832200,66941600
2000-12-27,325466400,7452200,69003800
2000-12-28,305177600,6397400,77619200
2000-12-29,630336000,9657000,99977600
2001-01-02,452312000,7803200,82413200
2001-01-03,817073600,21303200,135962200
2001-01-04,739396000,26409800,112397000
2001-01-05,412356000,16215700,93414600
2001-01-08,373699200,9938300,79817600
2001-01-09,588929600,7285100,114965400
2001-01-10,580781600,10857000,90230200
2001-01-11,803734400,16077700,101854800
2001-01-12,423376800,8946800,73712000
2001-01-16,306118400,10508500,68462400
2001-01-17,840873600,10317300,72844200
2001-01-18,1227010400,13565600,109788800
2001-01-19,776664000,10789100,209348800
2001-01-22,519327200,10581500,76673000
2001-01-23,879530400,8794600,70295200
2001-01-24,717091200,9316500,110455000
2001-01-25,489708800,8347100,85657400
2001-01-26,482820800,7967800,93080000
2001-01-29,855528800,9494400,84983800
2001-01-30,692423200,9452800,57276800
2001-01-31,730704800,13130800,81898800
2001-02-01,369695200,9174100,71792800
2001-02-02,427341600,7075200,71100000
2001-02-05,286115200,5273700,51399200
2001-02-06,462711200,7560200,96442000
2001-02-07,393887200,7988800,126061800
2001-02-08,604128000,5730800,88041200
2001-02-09,590083200,5490500,100575200
2001-02-12,274120000,5246300,71289400
2001-02-13,237070400,7334700,76070600
2001-02-14,309120000,6835100,61728400
2001-02-15,311416000,7408400,65627800
2001-02-16,263911200,7364800,66958400
2001-02-20,314893600,9073500,60730800
2001-02-21,390258400,9835100,63947200
2001-02-22,431961600,12409800,100816400
2001-02-23,293865600,9708100,92620600
2001-02-26,206438400,8783500,87936800
2001-02-27,348516000,11744300,99148600
2001-02-28,508233600,10510600,84608400
2001-03-01,330461600,10551800,81781600
2001-03-02,406201600,7559700,79800800
2001-03-05,324172800,5988200,49383600
2001-03-06,731802400,6844500,66781800
2001-03-07,419540800,7296600,59743600
2001-03-08,204859200,7064400,54626000
2001-03-09,299135200,6377600,103794400
2001-03-12,391020000,8549500,114376000
2001-03-13,443329600,7065900,91035600
2001-03-14,477775200,16205000,90686200
2001-03-15,529317600,8561300,71638400
2001-03-16,470316000,10739300,112848800
2001-03-19,356008800,9742500,61036400
2001-03-20,499206400,10213200,91822800
