Date,AAPL,CSCO,CVX,DIS,GE,INTC,JNJ,JPM,KO,MCD,MRK,MSFT,PEP,PG,SPY,T,WMT,XOM
1996-09-03,0.18170174956321716,3.985199451446533,10.79885196685791,14.221278190612793,34.702247619628906,5.766269683837891,12.321188926696777,11.222230911254883,12.214969635009766,12.3701810836792,11.950122833251953,4.745018482208252,13.416292190551758,11.008272171020508,40.03681182861328,2.9314706325531006,2.7973811626434326,8.805901527404785
1996-09-04,0.18170174956321716,4.031539440155029,10.753767967224121,14.158900260925293,34.75381088256836,5.810425281524658,12.321188926696777,11.147546768188477,12.184883117675781,12.270146369934082,12.116286277770996,4.745018482208252,13.529223442077637,10.946432113647461,40.07485580444336,3.0104851722717285,2.810577154159546,8.81904411315918
1996-09-05,0.17228691279888153,3.846179723739624,10.776310920715332,13.878216743469238,34.341304779052734,5.6956257820129395,12.164426803588867,11.035507202148438,12.034455299377441,12.236809730529785,12.093213081359863,4.672906875610352,13.29393196105957,10.869125366210938,39.58961868286133,2.947272300720215,2.7314047813415527,8.740185737609863
1996-09-06,0.17322832345962524,3.9573965072631836,10.866483688354492,14.221278190612793,34.96006774902344,5.739780902862549,12.477948188781738,11.240903854370117,12.350351333618164,12.336834907531738,11.97782039642334,4.711367130279541,13.411581993103027,10.946432113647461,40.15098571777344,2.9235680103302,2.7314047813415527,8.832189559936523
1996-09-09,0.1656971126794815,4.031539440155029,10.934114456176758,14.533143997192383,35.3210334777832,5.8987250328063965,12.509299278259277,11.240903854370117,12.455657958984375,12.570234298706055,12.27784252166748,4.802709579467773,13.529223442077637,11.070116996765137,40.626705169677734,2.9551737308502197,2.7973811626434326,8.858479499816895
1996-09-10,0.16193072497844696,4.031539440155029,10.889030456542969,14.439581871032715,35.475704193115234,5.956125259399414,12.383890151977539,11.427638053894043,12.60608959197998,12.570234298706055,12.370156288146973,4.7834792137146,13.882160186767578,11.224730491638184,40.60765838623047,2.947272300720215,2.810577154159546,8.766475677490234
1996-09-11,0.15910647809505463,4.031539440155029,11.091934204101562,14.62670612335205,35.475704193115234,6.004692554473877,12.352542877197266,11.633030891418457,12.515615463256836,12.670262336730957,12.370156288146973,4.812324523925781,14.058627128601074,11.224730491638184,40.83602523803711,2.9551737308502197,2.810577154159546,8.924189567565918
1996-09-12,0.1534581035375595,4.16592264175415,11.069385528564453,15.094513893127441,35.888221740722656,6.031187057495117,12.352542877197266,11.707720756530762,12.515615463256836,12.603584289550781,12.416314125061035,4.946936130523682,14.058627128601074,11.240194320678711,41.121456146240234,2.9946823120117188,2.8897478580474854,8.937331199645996
1996-09-13,0.15816505253314972,4.37445068359375,11.204657554626465,15.156885147094727,36.45541000366211,6.225455284118652,12.540648460388184,11.857102394104004,12.787040710449219,12.70360279083252,12.531705856323242,5.0382771492004395,14.058627128601074,11.425724029541016,41.74942398071289,3.057894229888916,2.876551866531372,8.884760856628418
1996-09-16,0.16852131485939026,4.430058002471924,11.249746322631836,15.03213119506836,36.45541000366211,6.260777950286865,12.572002410888672,11.931793212890625,12.817193984985352,13.003691673278809,12.577858924865723,5.057506561279297,13.470401763916016,11.503030776977539,41.90163040161133,3.073697090148926,2.8897478580474854,8.950479507446289
1996-09-17,0.17322832345962524,4.4207916259765625,11.385010719299316,15.250443458557129,35.888221740722656,6.658143043518066,12.540648460388184,11.67037582397461,12.575933456420898,12.736953735351562,12.624022483825684,5.148850917816162,13.646865844726562,11.456647872924805,41.80649185180664,3.049992322921753,2.863356590270996,8.950479507446289
1996-09-18,0.1769939512014389,4.439326286315918,11.294831275939941,15.281628608703613,35.9913330078125,6.755278587341309,12.446592330932617,11.633030891418457,12.515615463256836,12.70360279083252,12.624022483825684,5.249807834625244,13.882160186767578,11.425724029541016,41.70182800292969,3.049992322921753,2.810577154159546,9.016200065612793
1996-09-19,0.176052525639534,4.448594093322754,11.159564971923828,15.842997550964355,36.24917984008789,6.852414608001709,12.540648460388184,11.55833625793457,12.545774459838867,12.670262336730957,12.647101402282715,5.297883033752441,14.17627239227295,11.271114349365234,41.86357116699219,3.057894229888916,2.8369672298431396,9.029335021972656
1996-09-20,0.17228691279888153,4.504201412200928,11.227204322814941,15.749433517456055,36.76478958129883,6.878904342651367,12.666057586669922,11.651700019836426,12.334667205810547,12.670262336730957,12.67017936706543,5.312306880950928,14.17627239227295,11.533952713012695,42.0120735168457,3.0974016189575195,2.916137933731079,9.134481430053711
1996-09-23,0.16852131485939026,4.49956750869751,11.27229118347168,15.874184608459473,36.50698471069336,6.764110565185547,12.72875690460205,11.838427543640137,12.334667205810547,12.736953735351562,12.808650016784668,5.297883033752441,13.99980640411377,11.595791816711426,42.00252151489258,3.0894992351531982,2.863356590270996,9.108195304870605
1996-09-24,0.16946271061897278,4.485666275024414,11.249746322631836,15.655874252319336,37.07417297363281,6.817091464996338,12.634708404541016,11.838427543640137,12.425139427185059,12.836979866027832,12.762491226196289,5.264232158660889,14.117451667785645,11.765871047973633,41.99295425415039,3.065795421600342,2.810577154159546,9.068766593933105
1996-09-25,0.16852131485939026,4.684926986694336,11.204657554626465,15.6246919631958,37.7445182800293,6.870070934295654,12.603361129760742,11.931793212890625,12.364823341369629,12.636923789978027,12.71633529663086,5.21615743637085,14.17627239227295,11.85863208770752,42.02165603637695,3.04209041595459,2.7445998191833496,8.950479507446289
